   2021      1      4   12.00     35136.00   0.30795E+02   0.00000E+00   0.30795E+02   0.30864E+02   0.30884E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14539E+02   0.86443E+02  -0.17622E+03  -0.22826E+02   0.13827E-02   0.36989E-05   0.15443E-04       0.31     257.02     0.0000  0.00   0.14577E-01  -0.30732E+00    30.8626    30.8691    30.8720    30.8748    30.8823
   2021      1      5   12.00     35160.00   0.30240E+02   0.00000E+00   0.30240E+02   0.30298E+02   0.30319E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12941E+02   0.79569E+02  -0.16340E+03  -0.29677E+02   0.97959E-03   0.23782E-05   0.53467E-05       0.31     253.60     0.0000  0.00  -0.23548E-02  -0.12729E+00    30.2966    30.3029    30.3061    30.3089    30.3174
   2021      1      6   12.00     35184.00   0.30504E+02   0.00000E+00   0.30504E+02   0.30552E+02   0.30569E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10059E+02   0.73258E+02  -0.15234E+03  -0.27384E+02   0.92605E-03   0.20000E-05   0.26940E-05       0.31     293.06     0.0000  0.00  -0.14985E-01   0.67486E-01    30.5498    30.5554    30.5580    30.5600    30.5680
   2021      1      7   12.00     35208.00   0.30863E+02   0.00000E+00   0.30863E+02   0.30915E+02   0.30932E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10449E+02   0.75995E+02  -0.15845E+03  -0.24720E+02   0.10821E-02   0.25023E-05   0.63144E-05       0.31     292.79     0.0000  0.00   0.40559E-02   0.18448E+00    30.9138    30.9194    30.9219    30.9239    30.9313
   2021      1      8   12.00     35232.00   0.31057E+02   0.00000E+00   0.31057E+02   0.31120E+02   0.31138E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10545E+02   0.82934E+02  -0.16753E+03  -0.25917E+02   0.14154E-02   0.36141E-05   0.17460E-04       0.31     294.19     0.0000  0.00  -0.26073E-02   0.33566E+00    31.1185    31.1243    31.1267    31.1288    31.1364
   2021      1      9   12.00     35256.00   0.31153E+02   0.00000E+00   0.31153E+02   0.31216E+02   0.31234E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97725E+01   0.87820E+02  -0.17148E+03  -0.26902E+02   0.12939E-02   0.33538E-05   0.12351E-04       0.31     292.28     0.0000  0.00  -0.27758E-01   0.18850E+00    31.2141    31.2199    31.2225    31.2248    31.2326
   2021      1     10   12.00     35280.00   0.31053E+02   0.00000E+00   0.31053E+02   0.31113E+02   0.31131E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12985E+02   0.84295E+02  -0.16944E+03  -0.23837E+02   0.63647E-03   0.12159E-05   0.12086E-05       0.31     251.74     0.0000  0.00  -0.91480E-02  -0.35231E-02    31.1106    31.1173    31.1208    31.1233    31.1301
   2021      1     11   12.00     35304.00   0.30590E+02   0.00000E+00   0.30590E+02   0.30645E+02   0.30665E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14872E+02   0.74521E+02  -0.16017E+03  -0.27068E+02   0.80505E-03   0.17290E-05   0.20931E-05       0.31     237.33     0.0000  0.00   0.53615E-02  -0.94949E-01    30.6432    30.6498    30.6531    30.6558    30.6633
   2021      1     12   12.00     35328.00   0.30433E+02   0.00000E+00   0.30433E+02   0.30488E+02   0.30507E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13865E+02   0.73351E+02  -0.15845E+03  -0.28118E+02   0.10387E-02   0.26205E-05   0.44339E-05       0.31     249.85     0.0000  0.00   0.58378E-02  -0.16343E+00    30.4859    30.4919    30.4949    30.4975    30.5053
   2021      1     13   12.00     35352.00   0.30271E+02   0.00000E+00   0.30271E+02   0.30322E+02   0.30341E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12640E+02   0.69285E+02  -0.15016E+03  -0.26439E+02   0.91373E-03   0.20643E-05   0.24160E-05       0.31     237.45     0.0000  0.00   0.45448E-02  -0.11965E+00    30.3200    30.3263    30.3294    30.3319    30.3396
   2021      1     14   12.00     35376.00   0.30066E+02   0.00000E+00   0.30066E+02   0.30118E+02   0.30137E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14059E+02   0.66269E+02  -0.14539E+03  -0.22931E+02   0.87924E-03   0.20030E-05   0.20374E-05       0.31     206.16     0.0000  0.00   0.18734E-02  -0.11133E+00    30.1164    30.1229    30.1261    30.1286    30.1353
   2021      1     15   12.00     35400.00   0.29606E+02   0.00000E+00   0.29606E+02   0.29656E+02   0.29674E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14189E+02   0.63055E+02  -0.13936E+03  -0.26894E+02   0.99840E-03   0.23814E-05   0.37823E-05       0.30     205.98     0.0000  0.00  -0.95262E-02  -0.13772E+00    29.6540    29.6599    29.6628    29.6653    29.6726
   2021      1     16   12.00     35424.00   0.29371E+02   0.00000E+00   0.29371E+02   0.29424E+02   0.29442E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15090E+02   0.63909E+02  -0.13947E+03  -0.23427E+02   0.98503E-03   0.24802E-05   0.36427E-05       0.30     183.23     0.0000  0.00  -0.91691E-02  -0.13468E+00    29.4226    29.4287    29.4318    29.4342    29.4409
   2021      1     17   12.00     35448.00   0.28625E+02   0.00000E+00   0.28625E+02   0.28674E+02   0.28693E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13612E+02   0.54500E+02  -0.12307E+03  -0.24252E+02   0.80654E-03   0.16986E-05   0.14671E-05       0.30     145.67     0.0000  0.00  -0.26415E-02  -0.94415E-01    28.6726    28.6787    28.6820    28.6847    28.6917
   2021      1     18   12.00     35472.00   0.28363E+02   0.00000E+00   0.28363E+02   0.28406E+02   0.28423E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11252E+02   0.50925E+02  -0.11478E+03  -0.27949E+02   0.50208E-03   0.62365E-06   0.31772E-06       0.30     194.20     0.0000  0.00  -0.30609E-02  -0.86983E-02    28.4044    28.4094    28.4121    28.4142    28.4220
   2021      1     19   12.00     35496.00   0.28672E+02   0.00000E+00   0.28672E+02   0.28715E+02   0.28731E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11280E+02   0.54777E+02  -0.12190E+03  -0.26854E+02   0.57397E-03   0.73687E-06   0.55750E-06       0.30     232.88     0.0000  0.00  -0.43864E-02  -0.16607E-01    28.7132    28.7181    28.7205    28.7224    28.7303
   2021      1     20   12.00     35520.00   0.29066E+02   0.00000E+00   0.29066E+02   0.29110E+02   0.29126E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98267E+01   0.58595E+02  -0.12981E+03  -0.26186E+02   0.65506E-03   0.95776E-06   0.10095E-05       0.30     254.40     0.0000  0.00  -0.56184E-02   0.69746E-02    29.1087    29.1137    29.1161    29.1179    29.1255
   2021      1     21   12.00     35544.00   0.29548E+02   0.00000E+00   0.29548E+02   0.29597E+02   0.29612E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97356E+01   0.64249E+02  -0.14079E+03  -0.25320E+02   0.55230E-03   0.82068E-06   0.79491E-06       0.30     271.46     0.0000  0.00  -0.24958E-02   0.15296E-01    29.5951    29.6002    29.6027    29.6045    29.6118
   2021      1     22   12.00     35568.00   0.29775E+02   0.00000E+00   0.29775E+02   0.29829E+02   0.29847E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13239E+02   0.69769E+02  -0.15286E+03  -0.23713E+02   0.53032E-03   0.78397E-06   0.43738E-06       0.30     248.55     0.0000  0.00  -0.34577E-03  -0.44208E-01    29.8271    29.8332    29.8363    29.8385    29.8457
   2021      1     23   12.00     35592.00   0.29615E+02   0.00000E+00   0.29615E+02   0.29668E+02   0.29688E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13253E+02   0.69756E+02  -0.15427E+03  -0.28269E+02   0.68876E-03   0.11850E-05   0.12171E-05       0.30     249.56     0.0000  0.00  -0.99515E-02   0.22023E-01    29.6662    29.6724    29.6756    29.6782    29.6863
   2021      1     24   12.00     35616.00   0.29854E+02   0.00000E+00   0.29854E+02   0.29901E+02   0.29920E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10281E+02   0.69037E+02  -0.15226E+03  -0.29744E+02   0.98010E-03   0.21814E-05   0.33650E-05       0.30     287.20     0.0000  0.00  -0.17304E-01   0.79236E-01    29.8997    29.9052    29.9078    29.9099    29.9184
   2021      1     25   12.00     35640.00   0.30321E+02   0.00000E+00   0.30321E+02   0.30374E+02   0.30392E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11665E+02   0.74620E+02  -0.16124E+03  -0.27529E+02   0.49332E-03   0.74960E-06   0.53697E-06       0.30     297.50     0.0000  0.00  -0.37536E-02   0.32684E-01    30.3723    30.3782    30.3810    30.3832    30.3913
   2021      1     26   12.00     35664.00   0.30553E+02   0.00000E+00   0.30553E+02   0.30609E+02   0.30628E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13665E+02   0.80149E+02  -0.16797E+03  -0.27574E+02   0.61524E-03   0.10684E-05   0.13580E-05       0.30     289.76     0.0000  0.00  -0.80397E-02  -0.33587E-01    30.6068    30.6131    30.6162    30.6187    30.6269
   2021      1     27   12.00     35688.00   0.30547E+02   0.00000E+00   0.30547E+02   0.30608E+02   0.30626E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15130E+02   0.80649E+02  -0.16602E+03  -0.23910E+02   0.90632E-03   0.21325E-05   0.28784E-05       0.30     248.04     0.0000  0.00  -0.13723E-01  -0.76032E-01    30.6057    30.6120    30.6153    30.6178    30.6248
   2021      1     28   12.00     35712.00   0.30116E+02   0.00000E+00   0.30116E+02   0.30171E+02   0.30190E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15090E+02   0.70580E+02  -0.15155E+03  -0.24761E+02   0.52416E-03   0.76253E-06   0.30410E-06       0.29     218.35     0.0000  0.00  -0.97145E-03  -0.40130E-01    30.1695    30.1759    30.1792    30.1818    30.1890
   2021      1     29   12.00     35736.00   0.29930E+02   0.00000E+00   0.29930E+02   0.29982E+02   0.30000E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14245E+02   0.63167E+02  -0.14056E+03  -0.23684E+02   0.44796E-03   0.50187E-06   0.16209E-06       0.29     217.61     0.0000  0.00  -0.15740E-02  -0.25741E-01    29.9802    29.9861    29.9891    29.9914    29.9985
   2021      1     30   12.00     35760.00   0.29849E+02   0.00000E+00   0.29849E+02   0.29902E+02   0.29919E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13068E+02   0.63663E+02  -0.14214E+03  -0.26716E+02   0.31531E-03   0.30648E-06   0.87905E-07       0.29     239.11     0.0000  0.00  -0.15056E-02  -0.12113E-01    29.8998    29.9054    29.9083    29.9105    29.9184
   2021      1     31   12.00     35784.00   0.30104E+02   0.00000E+00   0.30104E+02   0.30154E+02   0.30172E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12129E+02   0.68194E+02  -0.15084E+03  -0.28307E+02   0.55480E-03   0.88152E-06   0.77767E-06       0.29     272.40     0.0000  0.00   0.13077E-03  -0.52820E-01    30.1526    30.1583    30.1611    30.1632    30.1714
   2021      2      1   12.00     35808.00   0.30423E+02   0.00000E+00   0.30423E+02   0.30476E+02   0.30494E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12647E+02   0.73448E+02  -0.15825E+03  -0.27947E+02   0.59195E-03   0.97527E-06   0.77699E-06       0.29     284.66     0.0000  0.00  -0.26600E-02  -0.49711E-01    30.4737    30.4796    30.4824    30.4847    30.4930
   2021      2      2   12.00     35832.00   0.30695E+02   0.00000E+00   0.30695E+02   0.30748E+02   0.30766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13397E+02   0.77157E+02  -0.16302E+03  -0.26744E+02   0.73241E-03   0.13134E-05   0.12044E-05       0.29     281.51     0.0000  0.00  -0.10319E-01   0.32689E-01    30.7457    30.7519    30.7549    30.7572    30.7652
   2021      2      3   12.00     35856.00   0.30753E+02   0.00000E+00   0.30753E+02   0.30808E+02   0.30827E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14303E+02   0.76869E+02  -0.16451E+03  -0.25578E+02   0.76845E-03   0.15164E-05   0.12533E-05       0.29     261.70     0.0000  0.00  -0.10445E-01  -0.17011E-01    30.8060    30.8125    30.8157    30.8181    30.8255
   2021      2      4   12.00     35880.00   0.30663E+02   0.00000E+00   0.30663E+02   0.30716E+02   0.30736E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13432E+02   0.75582E+02  -0.16098E+03  -0.27332E+02   0.80013E-03   0.16084E-05   0.13912E-05       0.29     260.60     0.0000  0.00  -0.25965E-02  -0.91567E-01    30.7143    30.7207    30.7239    30.7265    30.7345
   2021      2      5   12.00     35904.00   0.30663E+02   0.00000E+00   0.30663E+02   0.30716E+02   0.30734E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13348E+02   0.75535E+02  -0.15628E+03  -0.23675E+02   0.89687E-03   0.20677E-05   0.22696E-05       0.29     239.20     0.0000  0.00   0.45603E-02  -0.11376E+00    30.7141    30.7205    30.7236    30.7259    30.7329
   2021      2      6   12.00     35928.00   0.30177E+02   0.00000E+00   0.30177E+02   0.30241E+02   0.30259E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16241E+02   0.71809E+02  -0.14888E+03  -0.20450E+02   0.16605E-02   0.42528E-05   0.45923E-04       0.28     175.47     0.0000  0.00   0.51704E-01  -0.34367E+00    30.2395    30.2461    30.2492    30.2517    30.2580
   2021      2      7   12.00     35952.00   0.29103E+02   0.00000E+00   0.29103E+02   0.29185E+02   0.29207E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18435E+02   0.68967E+02  -0.14191E+03  -0.23523E+02   0.23737E-02   0.62813E-05   0.15198E-03       0.28     121.02     0.0000  0.00   0.10151E+00  -0.72763E+00    29.1832    29.1911    29.1951    29.1982    29.2050
   2021      2      8   12.00     35976.00   0.28177E+02   0.00000E+00   0.28177E+02   0.28233E+02   0.28253E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12741E+02   0.51801E+02  -0.11689E+03  -0.29815E+02   0.18192E-02   0.44185E-05   0.56815E-04       0.28     146.19     0.0000  0.00   0.54553E-01  -0.48598E+00    28.2319    28.2377    28.2405    28.2431    28.2513
   2021      2      9   12.00     36000.00   0.28308E+02   0.00000E+00   0.28308E+02   0.28356E+02   0.28373E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97545E+01   0.49144E+02  -0.11878E+03  -0.32312E+02   0.11410E-02   0.24520E-05   0.83017E-05       0.28     226.19     0.0000  0.00   0.12978E-01  -0.19986E+00    28.3545    28.3588    28.3607    28.3627    28.3715
   2021      2     10   12.00     36024.00   0.28843E+02   0.00000E+00   0.28843E+02   0.28891E+02   0.28908E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10808E+02   0.56802E+02  -0.13250E+03  -0.27666E+02   0.91082E-03   0.20003E-05   0.29400E-05       0.28     241.85     0.0000  0.00  -0.11999E-02  -0.13177E+00    28.8899    28.8949    28.8973    28.8991    28.9069
   2021      2     11   12.00     36048.00   0.28937E+02   0.00000E+00   0.28937E+02   0.28986E+02   0.29004E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12650E+02   0.60871E+02  -0.13780E+03  -0.24490E+02   0.95545E-03   0.20868E-05   0.33292E-05       0.28     208.36     0.0000  0.00  -0.44459E-02  -0.13781E+00    28.9842    28.9899    28.9928    28.9951    29.0024
   2021      2     12   12.00     36072.00   0.28606E+02   0.00000E+00   0.28606E+02   0.28657E+02   0.28674E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13296E+02   0.54168E+02  -0.12686E+03  -0.21020E+02   0.84473E-03   0.18272E-05   0.24345E-05       0.28     159.35     0.0000  0.00  -0.55737E-02  -0.10847E+00    28.6558    28.6616    28.6646    28.6669    28.6734
   2021      2     13   12.00     36096.00   0.28095E+02   0.00000E+00   0.28095E+02   0.28141E+02   0.28157E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12258E+02   0.46143E+02  -0.11018E+03  -0.22103E+02   0.87713E-03   0.16853E-05   0.34990E-05       0.28     147.19     0.0000  0.00  -0.15680E-01  -0.55621E-01    28.1393    28.1445    28.1472    28.1492    28.1561
   2021      2     14   12.00     36120.00   0.28114E+02   0.00000E+00   0.28114E+02   0.28159E+02   0.28174E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99912E+01   0.45926E+02  -0.10710E+03  -0.25538E+02   0.95197E-03   0.19131E-05   0.43162E-05       0.28     202.09     0.0000  0.00  -0.14983E-01  -0.89937E-01    28.1574    28.1615    28.1634    28.1650    28.1731
   2021      2     15   12.00     36144.00   0.28690E+02   0.00000E+00   0.28690E+02   0.28736E+02   0.28750E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10169E+02   0.53283E+02  -0.11931E+03  -0.23568E+02   0.11539E-02   0.23979E-05   0.97258E-05       0.27     238.04     0.0000  0.00   0.21480E-01  -0.16939E+00    28.7348    28.7389    28.7407    28.7420    28.7496
   2021      2     16   12.00     36168.00   0.28793E+02   0.00000E+00   0.28793E+02   0.28851E+02   0.28864E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14460E+02   0.59528E+02  -0.13025E+03  -0.15271E+02   0.15657E-02   0.52021E-05   0.26012E-04       0.27     161.15     0.0000  0.00   0.49992E-01  -0.24649E+00    28.8495    28.8552    28.8577    28.8590    28.8640
   2021      2     17   12.00     36192.00   0.27967E+02   0.00000E+00   0.27967E+02   0.28020E+02   0.28037E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13123E+02   0.49715E+02  -0.11354E+03  -0.23164E+02   0.17208E-02   0.38318E-05   0.39785E-04       0.27     144.60     0.0000  0.00   0.67993E-01  -0.21107E+00    28.0185    28.0240    28.0266    28.0287    28.0356
   2021      2     18   12.00     36216.00   0.27944E+02   0.00000E+00   0.27944E+02   0.27994E+02   0.28008E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12434E+02   0.48884E+02  -0.10980E+03  -0.20135E+02   0.19498E-02   0.44278E-05   0.64833E-04       0.27     159.88     0.0000  0.00   0.85990E-01  -0.31390E+00    27.9922    27.9974    27.9999    28.0015    28.0075
   2021      2     19   12.00     36240.00   0.27558E+02   0.00000E+00   0.27558E+02   0.27606E+02   0.27620E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11240E+02   0.42821E+02  -0.98585E+02  -0.19015E+02   0.16100E-02   0.37766E-05   0.34626E-04       0.27     131.93     0.0000  0.00   0.42186E-01  -0.37742E+00    27.6047    27.6095    27.6117    27.6133    27.6191
   2021      2     20   12.00     36264.00   0.27435E+02   0.00000E+00   0.27435E+02   0.27481E+02   0.27494E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96588E+01   0.41424E+02  -0.95878E+02  -0.18972E+02   0.13586E-02   0.30560E-05   0.16824E-04       0.27     144.07     0.0000  0.00   0.54281E-02  -0.33585E+00    27.4800    27.4843    27.4862    27.4876    27.4934
   2021      2     21   12.00     36288.00   0.27343E+02   0.00000E+00   0.27343E+02   0.27390E+02   0.27405E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98052E+01   0.42481E+02  -0.10087E+03  -0.21338E+02   0.17074E-02   0.35810E-05   0.43725E-04       0.27     158.96     0.0000  0.00   0.86362E-02  -0.54882E+00    27.3889    27.3936    27.3958    27.3973    27.4038
   2021      2     22   12.00     36312.00   0.27489E+02   0.00000E+00   0.27489E+02   0.27536E+02   0.27550E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97500E+01   0.45546E+02  -0.10763E+03  -0.23585E+02   0.15998E-02   0.32055E-05   0.36045E-04       0.27     191.11     0.0000  0.00   0.32939E-02  -0.49314E+00    27.5346    27.5391    27.5411    27.5427    27.5496
   2021      2     23   12.00     36336.00   0.27811E+02   0.00000E+00   0.27811E+02   0.27858E+02   0.27871E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.94200E+01   0.46394E+02  -0.11125E+03  -0.21417E+02   0.12337E-02   0.26960E-05   0.11310E-04       0.27     201.68     0.0000  0.00  -0.70986E-02  -0.27147E+00    27.8572    27.8614    27.8631    27.8644    27.8710
   2021      2     24   12.00     36360.00   0.28199E+02   0.00000E+00   0.28199E+02   0.28245E+02   0.28258E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93851E+01   0.48899E+02  -0.11938E+03  -0.24336E+02   0.11884E-02   0.25236E-05   0.96713E-05       0.26     238.42     0.0000  0.00  -0.12402E-01  -0.23275E+00    28.2440    28.2480    28.2496    28.2509    28.2580
   2021      2     25   12.00     36384.00   0.28917E+02   0.00000E+00   0.28917E+02   0.28965E+02   0.28977E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10416E+02   0.55842E+02  -0.12738E+03  -0.20438E+02   0.10361E-02   0.27061E-05   0.57041E-05       0.26     254.56     0.0000  0.00  -0.93909E-02  -0.16842E+00    28.9635    28.9676    28.9693    28.9703    28.9774
   2021      2     26   12.00     36408.00   0.29262E+02   0.00000E+00   0.29262E+02   0.29311E+02   0.29325E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11339E+02   0.59904E+02  -0.13469E+03  -0.17108E+02   0.99789E-03   0.30279E-05   0.40417E-05       0.26     222.71     0.0000  0.00   0.80058E-02  -0.14570E+00    29.3095    29.3146    29.3168    29.3180    29.3243
   2021      2     27   12.00     36432.00   0.28990E+02   0.00000E+00   0.28990E+02   0.29044E+02   0.29058E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14770E+02   0.62334E+02  -0.13849E+03  -0.16067E+02   0.10643E-02   0.35753E-05   0.48630E-05       0.26     164.70     0.0000  0.00   0.61498E-02  -0.16933E+00    29.0424    29.0483    29.0510    29.0527    29.0579
   2021      2     28   12.00     36456.00   0.27976E+02   0.00000E+00   0.27976E+02   0.28033E+02   0.28050E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16889E+02   0.54559E+02  -0.12404E+03  -0.16915E+02   0.12268E-02   0.34046E-05   0.94579E-05       0.26      92.89     0.0000  0.00  -0.12424E-01  -0.23201E+00    28.0320    28.0380    28.0410    28.0434    28.0487
   2021      3      1   12.00     36480.00   0.26865E+02   0.00000E+00   0.26865E+02   0.26920E+02   0.26938E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12930E+02   0.43686E+02  -0.10701E+03  -0.25049E+02   0.13789E-02   0.32741E-05   0.15924E-04       0.26     100.35     0.0000  0.00  -0.37342E-01  -0.17849E+00    26.9189    26.9244    26.9271    26.9296    26.9368
   2021      3      2   12.00     36504.00   0.26581E+02   0.00000E+00   0.26581E+02   0.26626E+02   0.26642E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96950E+01   0.37108E+02  -0.96231E+02  -0.26607E+02   0.11041E-02   0.22300E-05   0.82391E-05       0.26     146.99     0.0000  0.00  -0.26994E-01  -0.86900E-01    26.6248    26.6291    26.6312    26.6332    26.6407
   2021      3      3   12.00     36528.00   0.26771E+02   0.00000E+00   0.26771E+02   0.26813E+02   0.26826E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.94252E+01   0.35764E+02  -0.94688E+02  -0.22961E+02   0.77536E-03   0.13492E-05   0.16219E-05       0.26     166.09     0.0000  0.00  -0.86886E-02  -0.68424E-01    26.8114    26.8154    26.8175    26.8190    26.8259
   2021      3      4   12.00     36552.00   0.27064E+02   0.00000E+00   0.27064E+02   0.27104E+02   0.27117E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97765E+01   0.37726E+02  -0.98886E+02  -0.21704E+02   0.45591E-03   0.60600E-06   0.37066E-06       0.25     183.25     0.0000  0.00  -0.40912E-02  -0.22542E-01    27.1023    27.1063    27.1083    27.1096    27.1164
   2021      3      5   12.00     36576.00   0.27520E+02   0.00000E+00   0.27520E+02   0.27557E+02   0.27572E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92576E+01   0.39645E+02  -0.10163E+03  -0.19789E+02   0.39170E-03   0.38423E-06   0.17570E-06       0.25     202.77     0.0000  0.00   0.33269E-02   0.95158E-02    27.5562    27.5601    27.5619    27.5629    27.5716
   2021      3      6   12.00     36600.00   0.28085E+02   0.00000E+00   0.28085E+02   0.28123E+02   0.28136E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84377E+01   0.44662E+02  -0.10771E+03  -0.17868E+02   0.64429E-03   0.10022E-05   0.74213E-06       0.25     218.64     0.0000  0.00   0.56415E-02   0.50701E-01    28.1216    28.1256    28.1273    28.1282    28.1365
   2021      3      7   12.00     36624.00   0.28654E+02   0.00000E+00   0.28654E+02   0.28696E+02   0.28710E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95449E+01   0.52252E+02  -0.12091E+03  -0.18424E+02   0.48292E-03   0.65503E-06   0.30212E-06       0.25     237.40     0.0000  0.00   0.37901E-03   0.36974E-01    28.6948    28.6992    28.7012    28.7021    28.7101
   2021      3      8   12.00     36648.00   0.28988E+02   0.00000E+00   0.28988E+02   0.29037E+02   0.29050E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13339E+02   0.58051E+02  -0.13172E+03  -0.14393E+02   0.51619E-03   0.10265E-05   0.39435E-06       0.25     202.25     0.0000  0.00   0.20364E-02   0.36649E-01    29.0352    29.0406    29.0432    29.0443    29.0503
   2021      3      9   12.00     36672.00   0.28673E+02   0.00000E+00   0.28673E+02   0.28719E+02   0.28733E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13342E+02   0.54233E+02  -0.12358E+03  -0.17425E+02   0.80516E-03   0.21666E-05   0.14873E-05       0.25     177.77     0.0000  0.00   0.11538E-01   0.43969E-01    28.7173    28.7228    28.7255    28.7269    28.7329
   2021      3     10   12.00     36696.00   0.28667E+02   0.00000E+00   0.28667E+02   0.28713E+02   0.28727E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11507E+02   0.56159E+02  -0.12575E+03  -0.19873E+02   0.97827E-03   0.26596E-05   0.38764E-05       0.25     197.48     0.0000  0.00   0.17254E-01  -0.74989E-01    28.7116    28.7167    28.7190    28.7204    28.7268
   2021      3     11   12.00     36720.00   0.28724E+02   0.00000E+00   0.28724E+02   0.28777E+02   0.28792E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10455E+02   0.59665E+02  -0.13194E+03  -0.23758E+02   0.12712E-02   0.28396E-05   0.11791E-04       0.25     221.44     0.0000  0.00   0.19022E-01  -0.24561E+00    28.7757    28.7804    28.7825    28.7842    28.7913
   2021      3     12   12.00     36744.00   0.29130E+02   0.00000E+00   0.29130E+02   0.29178E+02   0.29194E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11641E+02   0.63993E+02  -0.14079E+03  -0.25127E+02   0.76782E-03   0.14412E-05   0.28723E-05       0.24     255.14     0.0000  0.00   0.81256E-02  -0.73844E-01    29.1767    29.1818    29.1841    29.1858    29.1930
   2021      3     13   12.00     36768.00   0.29396E+02   0.00000E+00   0.29396E+02   0.29448E+02   0.29462E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14104E+02   0.63111E+02  -0.13973E+03  -0.16429E+02   0.50141E-03   0.87858E-06   0.26044E-06       0.24     203.18     0.0000  0.00   0.40148E-02   0.99617E-02    29.4461    29.4519    29.4546    29.4560    29.4619
   2021      3     14   12.00     36792.00   0.28862E+02   0.00000E+00   0.28862E+02   0.28913E+02   0.28928E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14004E+02   0.53655E+02  -0.12377E+03  -0.15496E+02   0.40767E-03   0.60518E-06   0.14345E-06       0.24     145.45     0.0000  0.00  -0.13018E-02  -0.90221E-02    28.9118    28.9175    28.9204    28.9220    28.9275
