flux,chamber,pond,datetime_start,datetime_end,slope_ppm_hr,n_obs_included_in_lm,r2,air_temp,sur_wat_temp,umol_m2_hr,mmol_m2_hr,date,time,time24
667,3,B,7/18/24 6:05,7/18/24 7:04,1.369745729,119,0.267724712,12.83781513,11.50445378,20.01548918,0.020015489,7/18/24,6:05:59,6.083333333
668,3,B,7/18/24 7:16,7/18/24 8:15,1.316487129,119,0.212010193,12.86470588,11.35176471,19.23543612,0.019235436,7/18/24,7:16:24,7.266666667
669,3,B,7/18/24 8:26,7/18/24 9:25,2.003288224,119,0.417183846,13.10336134,11.28327731,29.24601016,0.02924601,7/18/24,8:26:49,8.433333333
670,3,B,7/18/24 9:37,7/18/24 10:35,1.439606804,119,0.245247646,13.07478992,11.24571429,21.01892153,0.021018922,7/18/24,9:37:14,9.616666667
671,3,B,7/18/24 10:47,7/18/24 11:46,2.433522096,119,0.498962847,13.61428571,11.25151261,35.4636976,0.035463698,7/18/24,10:47:39,10.78333333
672,3,B,7/18/24 11:58,7/18/24 12:56,2.839735535,119,0.646483054,15.57394958,11.52294118,41.10255977,0.04110256,7/18/24,11:58:05,11.96666667
673,3,B,7/18/24 13:08,7/18/24 14:07,3.052207853,119,0.764937034,18.10756303,12.02848739,43.79360304,0.043793603,7/18/24,13:08:30,13.13333333
674,3,B,7/18/24 14:18,7/18/24 15:17,4.576797668,119,0.914465207,19.87058824,12.77168067,65.27356924,0.065273569,7/18/24,14:18:54,14.3
675,3,B,7/18/24 15:29,7/18/24 16:28,3.497459336,119,0.864460147,21.22773109,13.50210084,49.65025731,0.049650257,7/18/24,15:29:19,15.48333333
676,3,B,7/18/24 16:39,7/18/24 17:38,4.073961838,119,0.919465838,20.99327731,14.03991597,57.88043855,0.057880439,7/18/24,16:39:45,16.65
677,3,B,7/18/24 17:50,7/18/24 18:48,3.754323518,119,0.904539014,20.60840336,14.41453782,53.40909001,0.05340909,7/18/24,17:50:11,17.83333333
678,3,B,7/18/24 19:00,7/18/24 19:59,3.000738959,119,0.897593025,20.35378151,14.77428571,42.72561269,0.042725613,7/18/24,19:00:36,19
679,3,B,7/18/24 20:11,7/18/24 21:09,2.599342329,119,0.832693885,19.06722689,14.90773109,37.17332833,0.037173328,7/18/24,20:11:01,20.18333333
680,3,B,7/18/24 21:21,7/18/24 22:20,2.771929289,119,0.777022696,17.39579832,14.68512605,39.86954978,0.03986955,7/18/24,21:21:26,21.35
681,3,B,7/18/24 22:31,7/18/24 23:30,1.919244465,119,0.518582112,15.34453782,14.38966387,27.80138843,0.027801388,7/18/24,22:31:51,22.51666667
682,3,B,7/18/24 23:42,7/19/24 0:40,1.233429365,119,0.244176166,14.46302521,14.06655462,17.92171296,0.017921713,7/18/24,23:42:16,23.7
683,3,B,7/19/24 0:52,7/19/24 1:51,0.702865273,119,0.094209549,14.02773109,13.7789916,10.2281034,0.010228103,7/19/24,0:52:42,0.866666667
684,3,B,7/19/24 2:03,7/19/24 3:01,1.182208725,119,0.243302172,13.77983193,13.51008403,17.21837808,0.017218378,7/19/24,2:03:07,2.05
685,3,B,7/19/24 3:13,7/19/24 4:12,1.295631127,119,0.252237026,13.38907563,13.28319328,18.89606182,0.018896062,7/19/24,3:13:32,3.216666667
686,3,B,7/19/24 4:23,7/19/24 5:22,0.969571182,119,0.145372062,12.88235294,13.04420168,14.16570925,0.014165709,7/19/24,4:23:58,4.383333333
687,3,B,7/19/24 5:34,7/19/24 6:33,1.04968947,119,0.146378981,12.75378151,12.83462185,15.34315684,0.015343157,7/19/24,5:34:23,5.566666667
688,3,B,7/19/24 6:44,7/19/24 7:43,1.619233432,119,0.270414904,12.91848739,12.67084034,23.65447022,0.02365447,7/19/24,6:44:49,6.733333333
689,3,B,7/19/24 7:55,7/19/24 8:53,2.083691582,119,0.407999871,13.28739496,12.54848739,30.40027452,0.030400275,7/19/24,7:55:14,7.916666667
690,3,B,7/19/24 9:05,7/19/24 10:04,1.497869992,119,0.358832467,13.89159664,12.52773109,21.80735868,0.021807359,7/19/24,9:05:39,9.083333333
691,3,B,7/19/24 10:16,7/19/24 11:14,1.646518286,119,0.372580448,14.12857143,12.57798319,23.95174224,0.023951742,7/19/24,10:16:05,10.26666667
692,3,B,7/19/24 11:26,7/19/24 12:25,2.724340673,119,0.589261907,14.35882353,12.61193277,39.5989819,0.039598982,7/19/24,11:26:30,11.43333333
693,3,B,7/19/24 12:36,7/19/24 13:35,4.074216966,119,0.800870737,16.25546218,12.84201681,58.83167492,0.058831675,7/19/24,12:36:55,12.6
694,3,B,7/19/24 13:47,7/19/24 14:46,5.606664305,119,0.905870532,19.56302521,13.45957983,80.04538339,0.080045383,7/19/24,13:47:20,13.78333333
695,3,B,7/19/24 14:57,7/19/24 15:56,7.707352653,119,0.940390009,22.73445378,14.7794958,108.8571267,0.108857127,7/19/24,14:57:44,14.95
696,3,B,7/19/24 16:08,7/19/24 17:06,5.957112661,119,0.950700625,24.19243697,16.32823529,83.72452658,0.083724527,7/19/24,16:08:11,16.13333333
697,3,B,7/19/24 17:18,7/19/24 18:17,7.630747874,119,0.956389289,24.3907563,17.21823529,107.1752303,0.10717523,7/19/24,17:18:40,17.3
698,3,B,7/19/24 18:29,7/19/24 19:27,5.856079483,119,0.948614443,24.46638655,18.07638655,82.22879133,0.082228791,7/19/24,18:29:09,18.48333333
699,3,B,7/19/24 19:39,7/19/24 20:38,5.007713791,119,0.941909856,23.78907563,18.21705882,70.47676007,0.07047676,7/19/24,19:39:37,19.65
700,3,B,7/19/24 20:50,7/19/24 21:48,5.28295143,119,0.939957629,22.09159664,18.37529412,74.77782966,0.07477783,7/19/24,20:50:05,20.83333333
701,3,B,7/19/24 22:00,7/19/24 22:59,2.42745005,119,0.750239181,20.66134454,18.24647059,34.52673607,0.034526736,7/19/24,22:00:32,22
702,3,B,7/19/24 23:10,7/20/24 0:09,2.44432268,119,0.757193756,17.63445378,17.51352941,35.12862385,0.035128624,7/19/24,23:10:58,23.16666667
703,3,B,7/20/24 0:21,7/20/24 1:20,1.874869253,119,0.44791312,14.93109244,16.72252101,27.19756448,0.027197564,7/20/24,0:21:23,0.35
704,3,B,7/20/24 1:31,7/20/24 2:30,1.73785974,119,0.379961654,13.59663866,16.00596639,25.32737439,0.025327374,7/20/24,1:31:48,1.516666667
705,3,B,7/20/24 2:42,7/20/24 3:40,1.881888412,119,0.358470324,12.41512605,15.36504202,27.53990782,0.027539908,7/20/24,2:42:13,2.7
706,3,B,7/20/24 3:52,7/20/24 4:51,1.571386118,119,0.234709808,11.58067227,14.81302521,23.06335279,0.023063353,7/20/24,3:52:38,3.866666667
707,3,B,7/20/24 5:03,7/20/24 6:01,1.634451732,119,0.221030538,11.61428571,14.29478992,23.98613991,0.02398614,7/20/24,5:03:03,5.05
708,3,B,7/20/24 6:13,7/20/24 7:12,2.13676327,119,0.241415895,11.14201681,13.86378151,31.40982587,0.031409826,7/20/24,6:13:28,6.216666667
709,3,B,7/20/24 7:23,7/20/24 8:22,3.116804913,119,0.625938335,13.28235294,13.60067227,45.47380894,0.045473809,7/20/24,7:23:53,7.383333333
710,3,B,7/20/24 8:34,7/20/24 9:32,1.923041901,119,0.455453901,16.78151261,13.6005042,27.71833309,0.027718333,7/20/24,8:34:18,8.566666667
711,3,B,7/20/24 9:44,7/20/24 10:43,4.043440907,119,0.805088505,20.14537815,14.09798319,57.61289049,0.05761289,7/20/24,9:44:43,9.733333333
712,3,B,7/20/24 10:55,7/20/24 11:53,5.412676778,119,0.899359086,22.70420168,14.65378151,76.45539488,0.076455395,7/20/24,10:55:08,10.91666667
713,3,B,7/20/24 12:05,7/20/24 13:04,6.749569059,119,0.928819148,24.1789916,15.50386555,94.86643289,0.094866433,7/20/24,12:05:36,12.08333333
714,3,B,7/20/24 13:16,7/20/24 14:14,8.917926451,119,0.968328261,25.73445378,16.79697479,124.6907805,0.124690781,7/20/24,13:16:04,13.26666667
715,3,B,7/20/24 14:26,7/20/24 15:25,11.06650412,119,0.965166168,27.34537815,18.17067227,153.9027701,0.15390277,7/20/24,14:26:34,14.43333333
716,3,B,7/20/24 15:37,7/20/24 16:35,7.650111712,119,0.800303828,29.04453782,19.55420168,105.7925171,0.105792517,7/20/24,15:37:06,15.61666667
717,3,B,7/20/24 16:47,7/20/24 17:46,9.740285088,119,0.819253097,29.89411765,20.76831933,134.319663,0.134319663,7/20/24,16:47:33,16.78333333
718,3,B,7/20/24 17:58,7/20/24 18:56,6.78370706,119,0.717436765,30.56218487,21.89285714,93.34233332,0.093342333,7/20/24,17:58:01,17.96666667
719,3,B,7/20/24 19:08,7/20/24 20:07,6.194602268,119,0.764434321,30.08487395,22.21890756,85.37054703,0.085370547,7/20/24,19:08:29,19.13333333
720,3,B,7/20/24 20:18,7/20/24 21:17,5.916738592,119,0.77473316,29.18739496,22.08983193,81.78323754,0.081783238,7/20/24,20:18:57,20.3
721,3,B,7/20/24 21:29,7/20/24 22:28,3.990297172,119,0.865727166,27.03277311,21.67243697,55.55117617,0.055551176,7/20/24,21:29:25,21.48333333
722,3,B,7/20/24 22:39,7/20/24 23:38,7.987454795,119,0.934784503,22.85210084,21.16285714,112.7683961,0.112768396,7/20/24,22:39:57,22.65
723,3,B,7/20/24 23:50,7/21/24 0:49,3.429949065,119,0.714927688,19.26470588,20.24,49.01875135,0.049018751,7/20/24,23:50:24,23.83333333
724,3,B,7/21/24 1:00,7/21/24 1:59,4.850652562,119,0.784964017,17.6697479,19.36848739,69.70277337,0.069702773,7/21/24,1:00:49,1
725,3,B,7/21/24 2:11,7/21/24 3:09,6.462864328,119,0.823658862,16.52184874,18.58058824,93.23791033,0.09323791,7/21/24,2:11:13,2.183333333
726,3,B,7/21/24 3:21,7/21/24 4:20,3.978542133,119,0.678969315,15.53529412,17.8807563,57.59344858,0.057593449,7/21/24,3:21:39,3.35
727,3,B,7/21/24 4:32,7/21/24 5:30,3.020122701,119,0.566674714,14.66638655,17.27016807,43.85133858,0.043851339,7/21/24,4:32:04,4.533333333
728,3,B,7/21/24 5:42,7/21/24 6:41,3.513185267,119,0.605990693,14.45378151,16.71663866,51.04817781,0.051048178,7/21/24,5:42:29,5.7
729,3,B,7/21/24 6:52,7/21/24 7:51,2.773311409,119,0.445137012,14.93277311,16.29722689,40.23047246,0.040230472,7/21/24,6:52:54,6.866666667
730,3,B,7/21/24 8:03,7/21/24 9:01,4.636599638,119,0.776682879,18.90672269,16.21941176,66.34469058,0.066344691,7/21/24,8:03:19,8.05
731,3,B,7/21/24 9:13,7/21/24 10:12,4.044076811,119,0.774709332,22.85210084,16.66647059,57.09504057,0.057095041,7/21/24,9:13:43,9.216666667
732,3,B,7/21/24 10:24,7/21/24 11:22,7.518940673,119,0.918669141,25.98655462,17.45336134,105.0415096,0.10504151,7/21/24,10:24:10,10.4
733,3,B,7/21/24 11:34,7/21/24 11:56,15.1607106,44,0.905137428,27.125,18.2675,210.9959724,0.210995972,7/21/24,11:34:40,11.56666667
735,3,B,7/21/24 14:23,7/21/24 15:02,12.14332624,79,0.972133935,31.85822785,21.11278481,166.3795294,0.166379529,7/21/24,14:23:14,14.38333333
736,3,B,7/21/24 15:13,7/21/24 16:12,14.33913312,119,0.82203342,33.53109244,22.22369748,195.3933048,0.195393305,7/21/24,15:13:47,15.21666667
737,3,B,7/21/24 16:24,7/21/24 17:22,10.85876944,119,0.840282062,33.51008403,22.2187395,147.9779972,0.147977997,7/21/24,16:24:14,16.4
738,3,B,7/21/24 17:34,7/21/24 18:33,11.49713029,119,0.833776075,34.06806723,23.04428571,156.3927023,0.156392702,7/21/24,17:34:41,17.56666667
739,3,B,7/21/24 18:45,7/21/24 19:43,11.16244539,119,0.895545877,33.71932773,23.99672269,152.0126216,0.152012622,7/21/24,18:45:07,18.75
740,3,B,7/21/24 19:55,7/21/24 20:54,10.62396084,119,0.935038594,33.2,24.15672269,144.9246834,0.144924683,7/21/24,19:55:33,19.91666667
741,3,B,7/21/24 21:06,7/21/24 22:04,10.52538858,119,0.911731091,32.30756303,23.99092437,143.9995183,0.143999518,7/21/24,21:06:01,21.1
742,3,B,7/21/24 22:16,7/21/24 23:15,10.00094492,119,0.967781277,28.10756303,23.8005042,138.732068,0.138732068,7/21/24,22:16:28,22.26666667
743,3,B,7/21/24 23:26,7/22/24 0:25,6.793523736,119,0.896074064,22.93781513,22.88277311,95.88448619,0.095884486,7/21/24,23:26:58,23.43333333
744,3,B,7/22/24 0:37,7/22/24 1:36,4.255124796,119,0.769788522,20.36890756,21.88369748,60.58289226,0.060582892,7/22/24,0:37:24,0.616666667
745,3,B,7/22/24 1:47,7/22/24 2:46,5.028372527,119,0.78978693,19.63529412,21.04764706,71.7714911,0.071771491,7/22/24,1:47:49,1.783333333
746,3,B,7/22/24 2:58,7/22/24 3:56,4.706780133,119,0.788188587,18.24201681,20.23260504,67.50252927,0.067502529,7/22/24,2:58:13,2.966666667
747,3,B,7/22/24 4:08,7/22/24 5:07,4.366495117,119,0.694224586,17.68235294,19.57109244,62.74282161,0.062742822,7/22/24,4:08:38,4.133333333
748,3,B,7/22/24 5:19,7/22/24 6:17,4.853178464,119,0.6988164,17.62352941,18.93210084,69.75015504,0.069750155,7/22/24,5:19:03,5.316666667
749,3,B,7/22/24 6:29,7/22/24 7:28,4.140140445,119,0.706748855,17.55294118,18.39638655,59.51678066,0.059516781,7/22/24,6:29:27,6.483333333
750,3,B,7/22/24 7:39,7/22/24 8:38,6.139296325,119,0.864985357,19.57815126,18.0597479,87.64515018,0.08764515,7/22/24,7:39:52,7.65
751,3,B,7/22/24 8:50,7/22/24 9:48,6.315229245,119,0.848171496,21.90840336,18.06529412,89.44476259,0.089444763,7/22/24,8:50:17,8.833333333
752,3,B,7/22/24 10:00,7/22/24 10:59,9.133963971,119,0.939228449,26.11680672,18.64016807,127.548257,0.127548257,7/22/24,10:00:42,10
753,3,B,7/22/24 11:11,7/22/24 12:09,14.13552293,119,0.967114709,29.51680672,19.79521008,195.173508,0.195173508,7/22/24,11:11:13,11.18333333
754,3,B,7/22/24 12:21,7/22/24 13:20,20.93643822,119,0.980315574,32.0302521,21.24756303,286.6950245,0.286695024,7/22/24,12:21:41,12.35
755,3,B,7/22/24 13:32,7/22/24 14:30,19.81981581,119,0.967652959,34.5907563,22.14596639,269.1462796,0.26914628,7/22/24,13:32:08,13.53333333
756,3,B,7/22/24 14:42,7/22/24 15:41,23.81988865,119,0.975453064,35.71680672,22.09369748,322.2866175,0.322286617,7/22/24,14:42:35,14.7
757,3,B,7/22/24 15:53,7/22/24 16:51,28.04473563,119,0.982110716,36.08991597,22.98134454,378.9916026,0.378991603,7/22/24,15:53:02,15.88333333
758,3,B,7/22/24 17:03,7/22/24 18:02,31.18154216,119,0.989162671,36.39579832,24.81226891,420.965457,0.420965457,7/22/24,17:03:29,17.05
759,3,B,7/22/24 18:13,7/22/24 19:12,34.48996498,119,0.936949516,36.98403361,25.18470588,464.7475503,0.46474755,7/22/24,18:13:56,18.21666667
760,3,B,7/22/24 19:24,7/22/24 20:23,26.07668855,119,0.987383441,35.77563025,25.80966387,352.7542722,0.352754272,7/22/24,19:24:22,19.4
761,3,B,7/22/24 20:34,7/22/24 21:33,22.78443978,119,0.979438885,32.64957983,25.69235294,311.3689153,0.311368915,7/22/24,20:34:50,20.56666667
762,3,B,7/22/24 21:45,7/22/24 22:44,14.98971084,119,0.941837007,29.7789916,25.7507563,206.7884126,0.206788413,7/22/24,21:45:18,21.75
763,3,B,7/22/24 22:55,7/22/24 23:54,10.96608418,119,0.89756973,26.37310924,24.74907563,153.0012658,0.153001266,7/22/24,22:55:46,22.91666667
764,3,B,7/23/24 0:06,7/23/24 1:05,9.187617974,119,0.915610962,22.99495798,23.78084034,129.6499547,0.129649955,7/23/24,0:06:16,0.1
765,3,B,7/23/24 1:16,7/23/24 2:15,8.935470989,119,0.891655292,21.29915966,22.76445378,126.818004,0.126818004,7/23/24,1:16:44,1.266666667
766,3,B,7/23/24 2:27,7/23/24 3:25,9.696686394,119,0.917422819,19.9092437,21.97042017,138.2743766,0.138274377,7/23/24,2:27:10,2.45
767,3,B,7/23/24 3:37,7/23/24 4:36,9.95754205,119,0.92191366,19.69579832,21.25563025,142.097663,0.142097663,7/23/24,3:37:34,3.616666667
768,3,B,7/23/24 4:47,7/23/24 5:46,9.52944124,119,0.922835051,18.59747899,20.62781513,136.5004578,0.136500458,7/23/24,4:47:58,4.783333333
769,3,B,7/23/24 5:58,7/23/24 6:57,12.06001488,119,0.913470784,18.24453782,20.0405042,172.9578271,0.172957827,7/23/24,5:58:23,5.966666667
770,3,B,7/23/24 7:08,7/23/24 8:07,14.97008787,119,0.9424038,19.83445378,19.57714286,213.5273726,0.213527373,7/23/24,7:08:48,7.133333333
771,3,B,7/23/24 8:19,7/23/24 9:17,14.02637398,119,0.954048575,22.36470588,19.37571429,198.3536058,0.198353606,7/23/24,8:19:13,8.316666667
772,3,B,7/23/24 9:29,7/23/24 10:28,18.33716903,119,0.970971915,25.93613445,19.5807563,256.2180915,0.256218092,7/23/24,9:29:39,9.483333333
773,3,B,7/23/24 10:40,7/23/24 11:38,26.66696742,119,0.986970383,30.33781513,20.18168067,367.2029443,0.367202944,7/23/24,10:40:09,10.66666667
774,3,B,7/23/24 11:50,7/23/24 12:49,27.69502069,119,0.97695256,32.62436975,21.32042017,378.5074201,0.37850742,7/23/24,11:50:38,11.83333333
775,3,B,7/23/24 13:01,7/23/24 13:59,30.3724507,119,0.971076884,33.99327731,22.87915966,413.2497555,0.413249756,7/23/24,13:01:04,13.01666667
776,3,B,7/23/24 14:11,7/23/24 15:10,47.96742921,119,0.991784467,35.54621849,23.80058824,649.3650604,0.64936506,7/23/24,14:11:31,14.18333333
777,3,B,7/23/24 15:21,7/23/24 16:20,52.25912124,119,0.987965399,37.25462185,25.00596639,703.5706382,0.703570638,7/23/24,15:21:57,15.35
778,3,B,7/23/24 16:32,7/23/24 17:31,44.1162574,119,0.989033735,37.70084034,25.65310924,593.0897244,0.593089724,7/23/24,16:32:24,16.53333333
779,3,B,7/23/24 17:42,7/23/24 18:41,42.29516269,119,0.988891288,36.42016807,26.86294118,570.9596012,0.570959601,7/23/24,17:42:51,17.7
780,3,B,7/23/24 18:53,7/23/24 19:51,38.27960611,119,0.976954988,35.64285714,26.96563025,518.0527673,0.518052767,7/23/24,18:53:17,18.88333333
781,3,B,7/23/24 20:03,7/23/24 21:02,35.08548589,119,0.975579223,34.45546218,26.90159664,476.6583835,0.476658384,7/23/24,20:03:44,20.05
782,3,B,7/23/24 21:14,7/23/24 22:12,34.27201168,119,0.979769804,32.34117647,26.36840336,468.8292613,0.468829261,7/23/24,21:14:11,21.23333333
783,3,B,7/23/24 22:24,7/23/24 23:23,32.2562229,119,0.988063725,28.88655462,25.72428571,446.3009256,0.446300926,7/23/24,22:24:39,22.4
784,3,B,7/23/24 23:35,7/24/24 0:33,22.16249358,119,0.977901176,24.56386555,24.79277311,311.0952245,0.311095225,7/23/24,23:35:08,23.58333333
785,3,B,7/24/24 0:45,7/24/24 1:44,21.27920671,119,0.974660885,23.15630252,23.95243697,300.1154321,0.300115432,7/24/24,0:45:36,0.75
786,3,B,7/24/24 1:56,7/24/24 2:54,21.68735124,119,0.976950731,22.12016807,23.21672269,306.9451146,0.306945115,7/24/24,1:56:03,1.933333333
787,3,B,7/24/24 3:06,7/24/24 4:05,23.10676845,119,0.978786927,21.65966387,22.52663866,327.5452307,0.327545231,7/24/24,3:06:29,3.1
788,3,B,7/24/24 4:16,7/24/24 5:15,22.70973196,119,0.975076219,20.73445378,21.91403361,322.9305847,0.322930585,7/24/24,4:16:55,4.266666667
789,3,B,7/24/24 5:27,7/24/24 6:26,26.94744998,119,0.980968183,19.05042017,21.28277311,385.3990341,0.385399034,7/24/24,5:27:19,5.45
790,3,B,7/24/24 6:37,7/24/24 7:36,37.60485623,119,0.984367204,20.22184874,20.7710084,535.6724101,0.53567241,7/24/24,6:37:44,6.616666667
791,3,B,7/24/24 7:48,7/24/24 8:46,34.13219259,119,0.982031706,22.83781513,20.47563025,481.9080024,0.481908002,7/24/24,7:48:09,7.8
792,3,B,7/24/24 8:58,7/24/24 9:57,33.75941407,119,0.989348161,25.32184874,20.53890756,472.6779118,0.472677912,7/24/24,8:58:35,8.966666667
793,3,B,7/24/24 10:09,7/24/24 11:07,47.06743054,119,0.994392349,28.77815126,20.75302521,651.4643668,0.651464367,7/24/24,10:09:05,10.15
794,3,B,7/24/24 11:19,7/24/24 12:18,84.73870375,119,0.995368278,32.4605042,21.37840336,1158.743531,1.158743531,7/24/24,11:19:34,11.31666667
795,3,B,7/24/24 12:30,7/24/24 13:28,53.82165056,119,0.993191901,31.23445378,21.9192437,738.9385574,0.738938557,7/24/24,12:30:01,12.5
796,3,B,7/24/24 13:40,7/24/24 14:39,51.65107336,119,0.975240973,33.42605042,22.47327731,704.0684921,0.704068492,7/24/24,13:40:29,13.66666667
797,3,B,7/24/24 14:50,7/24/24 15:49,45.54323613,119,0.986563216,31.68319328,22.50168067,624.3604927,0.624360493,7/24/24,14:50:55,14.83333333
798,3,B,7/24/24 16:01,7/24/24 17:00,44.80706878,119,0.99382519,28.26134454,22.77067227,621.2418769,0.621241877,7/24/24,16:01:23,16.01666667
799,3,B,7/24/24 17:11,7/24/24 18:10,38.16470895,119,0.982679188,25.93109244,22.49361345,533.2695427,0.533269543,7/24/24,17:11:53,17.18333333
800,3,B,7/24/24 18:22,7/24/24 19:21,36.57444771,119,0.985247837,24.27142857,21.72991597,513.9008133,0.513900813,7/24/24,18:22:22,18.36666667
801,3,B,7/24/24 19:32,7/24/24 20:31,32.59644802,119,0.98602981,23.6907563,21.24983193,458.9026149,0.458902615,7/24/24,19:32:50,19.53333333
802,3,B,7/24/24 20:43,7/24/24 21:42,29.26759126,119,0.982589048,22.55042017,20.86697479,413.6269458,0.413626946,7/24/24,20:43:18,20.71666667
803,3,B,7/24/24 21:53,7/24/24 22:52,32.95793706,119,0.986250402,21.5907563,20.42815126,467.297664,0.467297664,7/24/24,21:53:44,21.88333333
804,3,B,7/24/24 23:04,7/25/24 0:02,23.72577917,119,0.982813202,20.36134454,20.03915966,337.8075684,0.337807568,7/24/24,23:04:10,23.06666667
805,3,B,7/25/24 0:14,7/25/24 1:13,22.38202732,119,0.97638697,20.21260504,19.77092437,318.8368072,0.318836807,7/25/24,0:14:35,0.233333333
806,3,B,7/25/24 1:24,7/25/24 2:23,20.91847164,119,0.968236124,19.38907563,19.50319328,298.82701,0.29882701,7/25/24,1:24:59,1.4
807,3,B,7/25/24 2:35,7/25/24 3:34,20.49563764,119,0.965897772,19.04789916,19.20344538,293.128556,0.293128556,7/25/24,2:35:24,2.583333333
808,3,B,7/25/24 3:45,7/25/24 4:44,21.98494101,119,0.969521546,19.5487395,18.94907563,313.8905464,0.313890546,7/25/24,3:45:49,3.75
809,3,B,7/25/24 4:56,7/25/24 5:54,21.32567835,119,0.967399378,19.31092437,18.70983193,304.725494,0.304725494,7/25/24,4:56:13,4.933333333
810,3,B,7/25/24 6:06,7/25/24 7:05,27.42515147,119,0.97085176,19.32184874,18.50991597,391.8670505,0.391867051,7/25/24,6:06:38,6.1
811,3,B,7/25/24 7:17,7/25/24 8:15,39.85119995,119,0.984190077,19.52436975,18.3987395,569.0238825,0.569023883,7/25/24,7:17:04,7.283333333
812,3,B,7/25/24 8:27,7/25/24 9:26,20.85172563,119,0.973418395,19.49579832,18.22436975,297.7648929,0.297764893,7/25/24,8:27:29,8.45
813,3,B,7/25/24 9:37,7/25/24 10:36,20.35996064,119,0.962028035,18.84957983,18.0092437,291.3858721,0.291385872,7/25/24,9:37:54,9.616666667
814,3,B,7/25/24 10:48,7/25/24 11:46,18.21166276,119,0.957745504,18.68991597,17.83613445,260.7826483,0.260782648,7/25/24,10:48:19,10.8
815,3,B,7/25/24 11:58,7/25/24 12:57,20.55256265,119,0.956859022,18.65630252,17.68344538,294.3371609,0.294337161,7/25/24,11:58:44,11.96666667
816,3,B,7/25/24 13:09,7/25/24 14:07,21.5753443,119,0.947643249,18.59327731,17.5287395,309.0513615,0.309051362,7/25/24,13:09:08,13.15
817,3,B,7/25/24 14:19,7/25/24 15:18,19.905919,119,0.958634983,19.16722689,17.54991597,284.5781856,0.284578186,7/25/24,14:19:33,14.31666667
818,3,B,7/25/24 15:29,7/25/24 16:28,22.86634921,119,0.955640674,19.67310924,17.52260504,326.3362115,0.326336212,7/25/24,15:29:58,15.48333333
819,3,B,7/25/24 16:40,7/25/24 17:39,52.57438722,119,0.974365335,19.12773109,17.46840336,751.7133717,0.751713372,7/25/24,16:40:23,16.66666667
820,3,B,7/25/24 17:50,7/25/24 18:49,20.5034258,119,0.952317798,19.2907563,17.40176471,292.9964214,0.292996421,7/25/24,17:50:48,17.83333333
821,3,B,7/25/24 19:01,7/25/24 19:59,19.806241,119,0.957860746,19.41932773,17.34352941,282.9091859,0.282909186,7/25/24,19:01:13,19.01666667
822,3,B,7/25/24 20:11,7/25/24 21:10,16.83618539,119,0.939852667,18.74117647,17.21445378,241.0441056,0.241044106,7/25/24,20:11:37,20.18333333
823,3,B,7/25/24 21:22,7/25/24 22:20,25.7118236,119,0.950142764,18.38235294,17.03957983,368.5699347,0.368569935,7/25/24,21:22:02,21.36666667
824,3,B,7/25/24 22:32,7/25/24 23:31,19.15318427,119,0.918631665,17.82184874,16.80285714,275.0830284,0.275083028,7/25/24,22:32:27,22.53333333
825,3,B,7/25/24 23:42,7/26/24 0:41,30.9710979,119,0.918719837,17.0092437,16.49058824,446.0607127,0.446060713,7/25/24,23:42:52,23.7
826,3,B,7/26/24 0:53,7/26/24 1:51,19.39193874,119,0.903632003,16.24621849,16.1210084,280.0284536,0.280028454,7/26/24,0:53:17,0.883333333
827,3,B,7/26/24 2:03,7/26/24 3:02,20.42421593,119,0.940198942,15.81008403,15.71714286,295.3801603,0.29538016,7/26/24,2:03:42,2.05
828,3,B,7/26/24 3:14,7/26/24 4:12,21.3014862,119,0.939141292,15.60084034,15.41294118,308.2907057,0.308290706,7/26/24,3:14:07,3.233333333
829,3,B,7/26/24 4:24,7/26/24 5:23,21.42722124,119,0.940702165,15.1210084,15.1502521,310.6266192,0.310626619,7/26/24,4:24:32,4.4
830,3,B,7/26/24 5:34,7/26/24 6:33,21.09655028,119,0.942999308,14.91680672,14.92436975,306.0497366,0.306049737,7/26/24,5:34:57,5.566666667
831,3,B,7/26/24 6:45,7/26/24 7:44,21.06461805,119,0.9409883,14.80336134,14.6997479,305.706885,0.305706885,7/26/24,6:45:22,6.75
832,3,B,7/26/24 7:55,7/26/24 8:54,20.78239333,119,0.941366465,15.34789916,14.52067227,301.0417214,0.301041721,7/26/24,7:55:48,7.916666667
833,3,B,7/26/24 9:06,7/26/24 10:04,29.67248033,119,0.958574326,15.86302521,14.42092437,429.0522839,0.429052284,7/26/24,9:06:13,9.1
834,3,B,7/26/24 10:16,7/26/24 11:15,25.58052175,119,0.961116054,16.28907563,14.44168067,369.339723,0.369339723,7/26/24,10:16:38,10.26666667
835,3,B,7/26/24 11:27,7/26/24 12:25,29.14812147,119,0.965809409,16.99663866,14.50495798,419.8235634,0.419823563,7/26/24,11:27:03,11.45
836,3,B,7/26/24 12:37,7/26/24 13:36,22.46041834,119,0.959992816,16.95210084,14.58008403,323.5495131,0.323549513,7/26/24,12:37:28,12.61666667
837,3,B,7/26/24 13:47,7/26/24 14:07,23.50616772,40,0.814122459,17.45,14.669,338.033704,0.338033704,7/26/24,13:47:53,13.78333333
840,3,B,7/26/24 17:20,7/26/24 18:19,74.9467409,119,0.991466786,18.00756303,15.31823529,1075.71806,1.07571806,7/26/24,17:20:34,17.33333333
