   2022      7     19   12.00     35496.00   0.12660E+02   0.00000E+00   0.12660E+02   0.12799E+02   0.12854E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.32202E+02   0.49098E+02  -0.13035E+03  -0.68036E+02   0.43987E-02   0.40145E-04   0.37999E-02       0.16     140.70     0.0000  0.00  -0.15499E+00   0.55446E+01    12.7770    12.8086    12.8147    12.8214    12.8514
   2022      7     20   12.00     35520.00   0.12742E+02   0.00000E+00   0.12742E+02   0.12835E+02   0.12888E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.22273E+02   0.38554E+02  -0.10785E+03  -0.60050E+02   0.31785E-02   0.23352E-04   0.18770E-02       0.17     131.72     0.0000  0.00   0.61808E-01  -0.27073E+01    12.8210    12.8418    12.8465    12.8517    12.8873
   2022      7     21   12.00     35544.00   0.12865E+02   0.00000E+00   0.12865E+02   0.12961E+02   0.13015E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.27323E+02   0.39728E+02  -0.10470E+03  -0.62336E+02   0.45112E-02   0.11908E-03   0.13451E-01       0.17     144.70     0.0000  0.00  -0.34110E-01   0.57840E+01    12.9480    12.9673    12.9723    12.9779    13.0121
   2022      7     22   12.00     35568.00   0.12728E+02   0.00000E+00   0.12728E+02   0.12918E+02   0.12974E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.46156E+02   0.64465E+02  -0.14378E+03  -0.66431E+02   0.10431E-01   0.60109E-03   0.79207E-01       0.17     149.34     0.0000  0.00  -0.46400E-01   0.37316E+02    12.9028    12.9270    12.9340    12.9409    12.9616
   2022      7     23   12.00     35592.00   0.12759E+02   0.00000E+00   0.12759E+02   0.12864E+02   0.12921E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.25295E+02   0.38936E+02  -0.10962E+03  -0.64470E+02   0.40689E-02   0.88882E-04   0.73147E-02       0.17     151.95     0.0000  0.00   0.78198E-01   0.66821E+01    12.8504    12.8704    12.8753    12.8808    12.9196
   2022      7     24   12.00     35616.00   0.12843E+02   0.00000E+00   0.12843E+02   0.12982E+02   0.13036E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.32840E+02   0.44260E+02  -0.12758E+03  -0.64464E+02   0.46075E-02   0.30693E-04   0.28000E-02       0.17     152.55     0.0000  0.00   0.16549E+00  -0.58242E+01    12.9604    12.9927    12.9985    13.0051    13.0342
   2022      7     25   12.00     35640.00   0.12948E+02   0.00000E+00   0.12948E+02   0.13057E+02   0.13108E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.33903E+02   0.34706E+02  -0.10606E+03  -0.61228E+02   0.51884E-02   0.33256E-04   0.41764E-02       0.17     149.79     0.0000  0.00   0.30229E+00  -0.46323E+01    13.0383    13.0651    13.0703    13.0765    13.1060
   2022      7     26   12.00     35664.00   0.13370E+02   0.00000E+00   0.13370E+02   0.13421E+02   0.13471E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.28454E+02   0.20638E+02  -0.71309E+02  -0.55169E+02   0.46265E-02   0.24261E-04   0.26255E-02       0.17     147.82     0.0000  0.00   0.28345E+00  -0.23028E+00    13.4107    13.4242    13.4275    13.4321    13.4713
   2022      7     27   12.00     35688.00   0.14067E+02   0.00000E+00   0.14067E+02   0.14093E+02   0.14146E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.24786E+02   0.17534E+02  -0.60613E+02  -0.53605E+02   0.35108E-02   0.14847E-04   0.10283E-02       0.17     157.37     0.0000  0.00   0.11393E+00   0.30993E+01    14.0869    14.0938    14.0962    14.1002    14.1458
   2022      7     28   12.00     35712.00   0.14800E+02   0.00000E+00   0.14800E+02   0.14832E+02   0.14883E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.24244E+02   0.20721E+02  -0.67157E+02  -0.52574E+02   0.22985E-02   0.10614E-04   0.61237E-03       0.17     162.36     0.0000  0.00  -0.32640E-01  -0.76177E+00    14.8268    14.8328    14.8351    14.8391    14.8829
   2022      7     29   12.00     35736.00   0.15044E+02   0.00000E+00   0.15044E+02   0.15158E+02   0.15201E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.45027E+02   0.41365E+02  -0.11042E+03  -0.52790E+02   0.48840E-02   0.42134E-04   0.40149E-02       0.17     152.61     0.0000  0.00  -0.94750E-01  -0.83025E+01    15.1421    15.1662    15.1709    15.1763    15.1987
   2022      7     30   12.00     35760.00   0.15134E+02   0.00000E+00   0.15134E+02   0.15239E+02   0.15288E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.43948E+02   0.41542E+02  -0.11251E+03  -0.53836E+02   0.44024E-02   0.29601E-04   0.29708E-02       0.17     151.60     0.0000  0.00   0.20727E+00  -0.19182E+01    15.2225    15.2471    15.2517    15.2567    15.2865
   2022      7     31   12.00     35784.00   0.14962E+02   0.00000E+00   0.14962E+02   0.15121E+02   0.15171E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.56504E+02   0.57119E+02  -0.14120E+03  -0.58146E+02   0.58567E-02   0.78489E-04   0.91459E-02       0.17     152.37     0.0000  0.00   0.14313E+00   0.96916E+01    15.0995    15.1318    15.1380    15.1441    15.1656
   2022      8      1   12.00     35808.00   0.14781E+02   0.00000E+00   0.14781E+02   0.14903E+02   0.14951E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.37945E+02   0.50001E+02  -0.12294E+03  -0.51466E+02   0.45711E-02   0.78948E-04   0.10088E-01       0.17     132.76     0.0000  0.00   0.83227E-01  -0.88646E+00    14.8860    14.9108    14.9161    14.9211    14.9481
   2022      8      2   12.00     35832.00   0.14073E+02   0.00000E+00   0.14073E+02   0.14287E+02   0.14341E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.33316E+02   0.83379E+02  -0.15690E+03  -0.46490E+02   0.90315E-02   0.39774E-03   0.45506E-01       0.18      99.26     0.0000  0.00  -0.53099E-01  -0.25971E+02    14.2640    14.2990    14.3071    14.3136    14.3293
   2022      8      3   12.00     35856.00   0.13538E+02   0.00000E+00   0.13538E+02   0.13653E+02   0.13697E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.60159E+01   0.47386E+02  -0.10084E+03  -0.41370E+02   0.53057E-02   0.15992E-03   0.16446E-01       0.18      88.26     0.0000  0.00  -0.10064E+00   0.92032E+00    13.6381    13.6606    13.6658    13.6702    13.6942
   2022      8      4   12.00     35880.00   0.13212E+02   0.00000E+00   0.13212E+02   0.13344E+02   0.13393E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.96879E+00   0.57787E+02  -0.11716E+03  -0.46362E+02   0.53109E-02   0.12699E-03   0.13650E-01       0.18     100.74     0.0000  0.00  -0.40562E-01   0.66310E+01    13.3254    13.3529    13.3589    13.3637    13.3903
   2022      8      5   12.00     35904.00   0.12743E+02   0.00000E+00   0.12743E+02   0.12874E+02   0.12927E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.76506E+00   0.58019E+02  -0.12733E+03  -0.52638E+02   0.42935E-02   0.51444E-04   0.45148E-02       0.18     111.51     0.0000  0.00  -0.12226E+00  -0.51100E+01    12.8528    12.8835    12.8895    12.8949    12.9233
   2022      8      6   12.00     35928.00   0.12440E+02   0.00000E+00   0.12440E+02   0.12579E+02   0.12635E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.16353E+01   0.42776E+02  -0.11950E+03  -0.52549E+02   0.39219E-02   0.23059E-04   0.15587E-02       0.18     113.05     0.0000  0.00   0.12793E+00  -0.37151E+01    12.5565    12.5892    12.5949    12.6004    12.6339
   2022      8      7   12.00     35952.00   0.12218E+02   0.00000E+00   0.12218E+02   0.12347E+02   0.12401E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.16784E+01   0.37489E+02  -0.10565E+03  -0.50161E+02   0.40719E-02   0.26592E-04   0.19815E-02       0.18     109.32     0.0000  0.00  -0.68904E-01  -0.57093E+01    12.3253    12.3568    12.3622    12.3674    12.4001
   2022      8      8   12.00     35976.00   0.12222E+02   0.00000E+00   0.12222E+02   0.12308E+02   0.12359E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.64586E-01   0.28177E+02  -0.76841E+02  -0.44487E+02   0.41129E-02   0.24747E-04   0.20357E-02       0.18     102.69     0.0000  0.00  -0.12482E+00  -0.53416E+01    12.2920    12.3151    12.3193    12.3237    12.3587
   2022      8      9   12.00     36000.00   0.12434E+02   0.00000E+00   0.12434E+02   0.12490E+02   0.12533E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.88856E+00   0.28032E+02  -0.56545E+02  -0.37155E+02   0.48940E-02   0.44202E-04   0.42660E-02       0.18      92.37     0.0000  0.00  -0.18527E+00  -0.74402E+01    12.4803    12.4944    12.4983    12.5015    12.5332
   2022      8     10   12.00     36024.00   0.12572E+02   0.00000E+00   0.12572E+02   0.12645E+02   0.12684E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.10619E+01   0.39228E+02  -0.67096E+02  -0.36186E+02   0.59148E-02   0.96677E-04   0.86219E-02       0.18      91.17     0.0000  0.00  -0.15401E+00  -0.11868E+02    12.6337    12.6491    12.6540    12.6570    12.6835
   2022      8     11   12.00     36048.00   0.12495E+02   0.00000E+00   0.12495E+02   0.12597E+02   0.12638E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.43360E+01   0.59117E+02  -0.92151E+02  -0.42061E+02   0.67562E-02   0.17467E-03   0.14359E-01       0.18     100.96     0.0000  0.00  -0.21106E-01  -0.16039E+02    12.5828    12.6024    12.6086    12.6132    12.6362
   2022      8     12   12.00     36072.00   0.12413E+02   0.00000E+00   0.12413E+02   0.12510E+02   0.12555E+02   0.00000E+00   0.00000E+00   0.85353E+00  -0.33871E+01   0.56379E+02  -0.87601E+02  -0.45724E+02   0.66061E-02   0.12858E-03   0.12091E-01       0.18     111.20     0.0000  0.00   0.26979E+00  -0.12245E+02    12.4958    12.5156    12.5214    12.5249    12.5537
   2022      8     13   12.00     36096.00   0.12502E+02   0.00000E+00   0.12502E+02   0.12592E+02   0.12640E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.84477E+00   0.48437E+02  -0.83606E+02  -0.43607E+02   0.57325E-02   0.79054E-04   0.75465E-02       0.19     109.76     0.0000  0.00   0.13456E+00  -0.95407E+01    12.5779    12.5987    12.6041    12.6076    12.6393
   2022      8     14   12.00     36120.00   0.12492E+02   0.00000E+00   0.12492E+02   0.12626E+02   0.12743E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.18583E+01   0.36052E+02  -0.77241E+02  -0.39851E+02   0.30430E-02   0.14980E-04   0.22809E-02       0.19     102.00     0.0000  0.00  -0.22977E-01  -0.14404E+01    12.5538    12.6509    12.7007    12.7053    12.7419
   2022      8     15   12.00     36144.00   0.12499E+02   0.00000E+00   0.12499E+02   0.12571E+02   0.12615E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.19994E+01   0.33689E+02  -0.70490E+02  -0.37560E+02   0.28562E-02   0.25777E-04   0.16365E-02       0.19      93.16     0.0000  0.00   0.84693E-01   0.35673E+01    12.5593    12.5761    12.5796    12.5831    12.6152
   2022      8     16   12.00     36168.00   0.12838E+02   0.00000E+00   0.12838E+02   0.12852E+02   0.12888E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.63260E+00   0.11300E+02  -0.31168E+02  -0.28469E+02   0.28530E-02   0.10823E-04   0.13605E-02       0.19      82.38     0.0000  0.00   0.13385E+00  -0.13081E+01    12.8492    12.8526    12.8542    12.8569    12.8878
   2022      8     17   12.00     36192.00   0.13315E+02   0.00000E+00   0.13315E+02   0.13309E+02   0.13340E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.53499E+00   0.69713E+01  -0.24386E+02  -0.31044E+02   0.51398E-02   0.30375E-04   0.42863E-02       0.19      99.38     0.0000  0.00   0.30852E+00  -0.45217E+01    13.3111    13.3072    13.3082    13.3105    13.3402
   2022      8     18   12.00     36216.00   0.13891E+02   0.00000E+00   0.13891E+02   0.13913E+02   0.13955E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.38661E+01   0.16154E+02  -0.47383E+02  -0.38364E+02   0.40281E-02   0.16363E-04   0.16742E-02       0.19     124.65     0.0000  0.00   0.12723E+00  -0.44402E+01    13.9089    13.9134    13.9154    13.9185    13.9547
   2022      8     19   12.00     36240.00   0.14279E+02   0.00000E+00   0.14279E+02   0.14332E+02   0.14380E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.94213E+01   0.24767E+02  -0.67841E+02  -0.42918E+02   0.41990E-02   0.20800E-04   0.18870E-02       0.19     135.56     0.0000  0.00   0.17021E+00  -0.38124E+01    14.3223    14.3361    14.3391    14.3427    14.3797
   2022      8     20   12.00     36264.00   0.14616E+02   0.00000E+00   0.14616E+02   0.14673E+02   0.14715E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.12117E+02   0.24832E+02  -0.70801E+02  -0.36282E+02   0.36248E-02   0.26063E-04   0.20015E-02       0.19     117.11     0.0000  0.00   0.63518E-01   0.30558E+01    14.6628    14.6774    14.6804    14.6835    14.7146
   2022      8     21   12.00     36288.00   0.14300E+02   0.00000E+00   0.14300E+02   0.14435E+02   0.14472E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.26153E+02   0.49198E+02  -0.10352E+03  -0.30018E+02   0.81140E-02   0.28291E-03   0.29594E-01       0.19      81.33     0.0000  0.00  -0.33841E+00   0.20445E+02    14.4202    14.4428    14.4485    14.4527    14.4664
   2022      8     22   12.00     36312.00   0.13732E+02   0.00000E+00   0.13732E+02   0.13859E+02   0.13894E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.28736E+02   0.46634E+02  -0.98152E+02  -0.26582E+02   0.90915E-02   0.36325E-03   0.41572E-01       0.19      60.06     0.0000  0.00  -0.62604E+00   0.22190E+02    13.8440    13.8666    13.8720    13.8761    13.8867
   2022      8     23   12.00     36336.00   0.13410E+02   0.00000E+00   0.13410E+02   0.13475E+02   0.13513E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.14298E+02   0.25103E+02  -0.61610E+02  -0.28962E+02   0.40924E-02   0.54575E-04   0.45627E-02       0.20      70.88     0.0000  0.00   0.20155E-02   0.30533E+01    13.4643    13.4804    13.4838    13.4869    13.5123
   2022      8     24   12.00     36360.00   0.13367E+02   0.00000E+00   0.13367E+02   0.13457E+02   0.13501E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.19163E+02   0.36066E+02  -0.86843E+02  -0.42737E+02   0.55275E-02   0.63173E-04   0.63905E-02       0.20     109.60     0.0000  0.00   0.18883E+00  -0.80287E+01    13.4412    13.4640    13.4688    13.4726    13.5001
   2022      8     25   12.00     36384.00   0.13190E+02   0.00000E+00   0.13190E+02   0.13338E+02   0.13385E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.25644E+02   0.59148E+02  -0.12206E+03  -0.48663E+02   0.67560E-02   0.16382E-03   0.14298E-01       0.20     118.98     0.0000  0.00  -0.35452E-01  -0.15841E+02    13.3196    13.3473    13.3544    13.3584    13.3821
   2022      8     26   12.00     36408.00   0.13001E+02   0.00000E+00   0.13001E+02   0.13085E+02   0.13128E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.15925E+02   0.32916E+02  -0.80959E+02  -0.38773E+02   0.34541E-02   0.46112E-04   0.34433E-02       0.20      94.81     0.0000  0.00   0.12937E-01  -0.41534E+00    13.0723    13.0901    13.0942    13.0980    13.1270
   2022      8     27   12.00     36432.00   0.12744E+02   0.00000E+00   0.12744E+02   0.12855E+02   0.12891E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.25952E+02   0.35790E+02  -0.84855E+02  -0.29633E+02   0.70293E-02   0.18893E-03   0.15803E-01       0.20      65.31     0.0000  0.00  -0.21374E+00   0.15812E+02    12.8410    12.8613    12.8672    12.8718    12.8892
   2022      8     28   12.00     36456.00   0.12452E+02   0.00000E+00   0.12452E+02   0.12543E+02   0.12584E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.19562E+02   0.30546E+02  -0.74821E+02  -0.32338E+02   0.56197E-02   0.84471E-04   0.71600E-02       0.20      72.32     0.0000  0.00  -0.66403E-01   0.10612E+02    12.5282    12.5497    12.5551    12.5583    12.5832
   2022      8     29   12.00     36480.00   0.12475E+02   0.00000E+00   0.12475E+02   0.12540E+02   0.12590E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.12147E+02   0.22804E+02  -0.72663E+02  -0.43473E+02   0.34014E-02   0.21074E-04   0.13381E-02       0.20     109.40     0.0000  0.00   0.11228E+00   0.70752E+00    12.5278    12.5447    12.5482    12.5521    12.5895
   2022      8     30   12.00     36504.00   0.12519E+02   0.00000E+00   0.12519E+02   0.12630E+02   0.12676E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.18710E+02   0.33654E+02  -0.97456E+02  -0.47624E+02   0.46052E-02   0.34870E-04   0.31540E-02       0.20     120.00     0.0000  0.00   0.40893E-02  -0.72292E+01    12.6120    12.6392    12.6441    12.6490    12.6754
   2022      8     31   12.00     36528.00   0.12403E+02   0.00000E+00   0.12403E+02   0.12507E+02   0.12553E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.19310E+02   0.32251E+02  -0.91945E+02  -0.38499E+02   0.37775E-02   0.22546E-04   0.15012E-02       0.20      92.61     0.0000  0.00   0.34842E-01  -0.41762E+01    12.4890    12.5159    12.5205    12.5246    12.5532
   2022      9      1   12.00     36552.00   0.12194E+02   0.00000E+00   0.12194E+02   0.12265E+02   0.12308E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.15764E+02   0.23391E+02  -0.74062E+02  -0.32578E+02   0.25984E-02   0.12894E-04   0.54873E-03       0.21      74.93     0.0000  0.00   0.45924E-01   0.60550E+00    12.2537    12.2707    12.2742    12.2776    12.3075
   2022      9      2   12.00     36576.00   0.11905E+02   0.00000E+00   0.11905E+02   0.12026E+02   0.12077E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.23512E+02   0.36619E+02  -0.95330E+02  -0.38114E+02   0.46247E-02   0.38560E-04   0.30974E-02       0.21      84.75     0.0000  0.00  -0.73533E-01   0.72057E+01    12.0061    12.0364    12.0415    12.0456    12.0768
   2022      9      3   12.00     36600.00   0.11703E+02   0.00000E+00   0.11703E+02   0.11802E+02   0.11852E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.17942E+02   0.29820E+02  -0.83918E+02  -0.38670E+02   0.40747E-02   0.25058E-04   0.19573E-02       0.21      87.40     0.0000  0.00   0.13716E+00   0.39244E+01    11.7836    11.8105    11.8150    11.8191    11.8515
   2022      9      4   12.00     36624.00   0.11473E+02   0.00000E+00   0.11473E+02   0.11577E+02   0.11623E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.20985E+02   0.30779E+02  -0.82920E+02  -0.32855E+02   0.59012E-02   0.70201E-04   0.77545E-02       0.21      68.98     0.0000  0.00   0.37528E+00  -0.57421E+01    11.5579    11.5854    11.5910    11.5947    11.6216
   2022      9      5   12.00     36648.00   0.11141E+02   0.00000E+00   0.11141E+02   0.11238E+02   0.11276E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.20779E+02   0.33070E+02  -0.82290E+02  -0.32861E+02   0.68802E-02   0.17939E-03   0.14851E-01       0.21      65.39     0.0000  0.00   0.56021E-01  -0.15670E+02    11.2228    11.2438    11.2499    11.2548    11.2751
   2022      9      6   12.00     36672.00   0.11016E+02   0.00000E+00   0.11016E+02   0.11082E+02   0.11127E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.10541E+02   0.22607E+02  -0.61850E+02  -0.34639E+02   0.33869E-02   0.42546E-04   0.30495E-02       0.21      76.93     0.0000  0.00  -0.30139E-02  -0.17983E+01    11.0711    11.0869    11.0907    11.0943    11.1263
   2022      9      7   12.00     36696.00   0.10980E+02   0.00000E+00   0.10980E+02   0.11054E+02   0.11092E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.13323E+02   0.25750E+02  -0.62880E+02  -0.33712E+02   0.62934E-02   0.12990E-03   0.10705E-01       0.21      76.10     0.0000  0.00   0.20395E+00   0.13113E+02    11.0434    11.0578    11.0629    11.0672    11.0914
   2022      9      8   12.00     36720.00   0.11107E+02   0.00000E+00   0.11107E+02   0.11154E+02   0.11187E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.97889E+01   0.13539E+02  -0.44602E+02  -0.27974E+02   0.59995E-02   0.96713E-04   0.88286E-02       0.21      67.85     0.0000  0.00   0.24620E+00   0.11027E+02    11.1465    11.1565    11.1603    11.1641    11.1865
   2022      9      9   12.00     36744.00   0.11164E+02   0.00000E+00   0.11164E+02   0.11216E+02   0.11255E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.87024E+01   0.15728E+02  -0.48801E+02  -0.27243E+02   0.43235E-02   0.27031E-04   0.26015E-02       0.22      66.98     0.0000  0.00   0.21658E+00  -0.10731E+00    11.2048    11.2210    11.2244    11.2273    11.2550
   2022      9     10   12.00     36768.00   0.11129E+02   0.00000E+00   0.11129E+02   0.11205E+02   0.11249E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.12587E+02   0.23952E+02  -0.63879E+02  -0.31327E+02   0.48166E-02   0.32994E-04   0.33575E-02       0.22      75.74     0.0000  0.00   0.20386E+00  -0.57277E+01    11.1902    11.2119    11.2162    11.2194    11.2489
   2022      9     11   12.00     36792.00   0.11150E+02   0.00000E+00   0.11150E+02   0.11207E+02   0.11244E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.12115E+02   0.22474E+02  -0.57799E+02  -0.30538E+02   0.56180E-02   0.16891E-03   0.19593E-01       0.22      74.52     0.0000  0.00   0.21865E-01   0.11399E+02    11.1964    11.2115    11.2151    11.2184    11.2431
   2022      9     12   12.00     36816.00   0.10990E+02   0.00000E+00   0.10990E+02   0.11104E+02   0.11139E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.16608E+02   0.28562E+02  -0.62398E+02  -0.26442E+02   0.15472E-01   0.11651E-02   0.44846E+00       0.22      60.40     0.0000  0.00  -0.87114E+00   0.82627E+02    11.0933    11.1094    11.1160    11.1191    11.1307
   2022      9     13   12.00     36840.00   0.10725E+02   0.00000E+00   0.10725E+02   0.10857E+02   0.10902E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.16524E+02   0.36376E+02  -0.72977E+02  -0.26466E+02   0.18712E-01   0.15200E-02   0.86097E+00       0.22      54.39     0.0000  0.00  -0.21200E+01   0.10980E+03    10.8408    10.8651    10.8733    10.8771    10.8904
   2022      9     14   12.00     36864.00   0.10237E+02   0.00000E+00   0.10237E+02   0.10408E+02   0.10465E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.20257E+02   0.52891E+02  -0.10391E+03  -0.36037E+02   0.13898E-01   0.84408E-03   0.31553E+00       0.22      69.18     0.0000  0.00  -0.15136E+01   0.58060E+02    10.3893    10.4164    10.4260    10.4358    10.4530
   2022      9     15   12.00     36888.00   0.99526E+01   0.00000E+00   0.99526E+01   0.10033E+02   0.10088E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.12983E+02   0.27841E+02  -0.84483E+02  -0.45685E+02   0.35993E-02   0.69855E-04   0.57070E-02       0.22      99.73     0.0000  0.00  -0.13426E+00   0.56575E+01    10.0201    10.0389    10.0438    10.0485    10.0873
   2022      9     16   12.00     36912.00   0.10062E+02   0.00000E+00   0.10062E+02   0.10132E+02   0.10189E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.14382E+02   0.21389E+02  -0.85580E+02  -0.45764E+02   0.24760E-02   0.11248E-04   0.18027E-03       0.22     107.67     0.0000  0.00   0.29160E-01  -0.18800E+01    10.1187    10.1374    10.1415    10.1459    10.1895
   2022      9     17   12.00     36936.00   0.99844E+01   0.00000E+00   0.99844E+01   0.10058E+02   0.10109E+02   0.00000E+00   0.00000E+00   0.85353E+00   0.15110E+02   0.20075E+02  -0.78440E+02  -0.37856E+02   0.22002E-02   0.95488E-05   0.30589E-03       0.22      85.30     0.0000  0.00   0.38322E-01   0.84744E+00    10.0463    10.0635    10.0673    10.0713    10.1092
   2022      9     18   12.00     36960.00   0.96909E+01   0.00000E+00   0.96909E+01   0.98082E+01   0.98591E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.22425E+02   0.27466E+02  -0.83583E+02  -0.33304E+02   0.47331E-02   0.42524E-04   0.36611E-02       0.23      66.57     0.0000  0.00   0.58290E-01   0.79830E+01     9.7876     9.8180     9.8242     9.8279     9.8586
   2022      9     19   12.00     36984.00   0.94153E+01   0.00000E+00   0.94153E+01   0.95221E+01   0.95762E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.18783E+02   0.27994E+02  -0.84261E+02  -0.38798E+02   0.48775E-02   0.47282E-04   0.39635E-02       0.23      80.60     0.0000  0.00  -0.33170E-01   0.84098E+01     9.5026     9.5309     9.5374     9.5413     9.5757
   2022      9     20   12.00     37008.00   0.93311E+01   0.00000E+00   0.93311E+01   0.94150E+01   0.94759E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.12569E+02   0.20653E+02  -0.88694E+02  -0.47329E+02   0.22198E-02   0.12255E-04   0.55100E-03       0.23     107.23     0.0000  0.00  -0.29384E-01   0.22440E+01     9.4014     9.4209     9.4254     9.4301     9.4758
   2022      9     21   12.00     37032.00   0.92508E+01   0.00000E+00   0.92508E+01   0.93308E+01   0.93894E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.13796E+02   0.19851E+02  -0.99752E+02  -0.46569E+02   0.13021E-02   0.51557E-05   0.29851E-04       0.23     103.85     0.0000  0.00   0.27238E-01  -0.14518E+00     9.3210     9.3348     9.3392     9.3439     9.3894
   2022      9     22   12.00     37056.00   0.89082E+01   0.00000E+00   0.89082E+01   0.90098E+01   0.90730E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.21151E+02   0.25470E+02  -0.11746E+03  -0.47699E+02   0.28583E-02   0.13521E-04   0.26894E-03       0.23      99.03     0.0000  0.00   0.10598E+00  -0.82455E+00     8.9908     9.0179     9.0238     9.0288     9.0730
   2022      9     23   12.00     37080.00   0.83447E+01   0.00000E+00   0.83447E+01   0.85107E+01   0.85856E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.26750E+02   0.36648E+02  -0.13022E+03  -0.50268E+02   0.42465E-02   0.22404E-04   0.19177E-02       0.23      97.44     0.0000  0.00   0.23349E+00  -0.15162E+01     8.4799     8.5252     8.5326     8.5385     8.5853
   2022      9     24   12.00     37104.00   0.78810E+01   0.00000E+00   0.78810E+01   0.80047E+01   0.80672E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.21794E+02   0.31242E+02  -0.97296E+02  -0.44599E+02   0.63911E-02   0.75961E-04   0.93679E-02       0.23      81.36     0.0000  0.00   0.54537E+00  -0.64424E+00     7.9811     8.0146     8.0231     8.0287     8.0664
   2022      9     25   12.00     37128.00   0.79408E+01   0.00000E+00   0.79408E+01   0.79748E+01   0.80154E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.80097E+01   0.81751E+01  -0.33648E+02  -0.29201E+02   0.53571E-02   0.46431E-04   0.54898E-02       0.23      55.64     0.0000  0.00   0.28672E+00  -0.48971E+01     7.9664     7.9769     7.9814     7.9852     8.0154
   2022      9     26   12.00     37152.00   0.81358E+01   0.00000E+00   0.81358E+01   0.81717E+01   0.82131E+01   0.00000E+00   0.00000E+00   0.85353E+00   0.72372E+01   0.85221E+01  -0.33705E+02  -0.26043E+02   0.43871E-02   0.24151E-04   0.26547E-02       0.24      55.53     0.0000  0.00   0.13933E+00  -0.46567E+01     8.1623     8.1750     8.1786     8.1818     8.2131
