   2021      8      8   12.00     40320.00   0.24616E+02   0.00000E+00   0.24616E+02   0.24684E+02   0.24706E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.38579E+01   0.10601E+03  -0.17327E+03  -0.14754E+02   0.26910E-02   0.16070E-04   0.15554E-03       0.18     208.61     0.0000  0.00  -0.71827E+00   0.81378E+00    24.6786    24.6890    24.6911    24.6923    24.7061
   2021      8      9   12.00     40344.00   0.24705E+02   0.00000E+00   0.24705E+02   0.24766E+02   0.24786E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.53058E+01   0.96909E+02  -0.16289E+03  -0.12882E+02   0.24595E-02   0.93268E-05   0.12173E-03       0.18     235.06     0.0000  0.00  -0.61723E+00   0.85457E+00    24.7620    24.7712    24.7703    24.7699    24.7854
   2021      8     10   12.00     40368.00   0.25050E+02   0.00000E+00   0.25050E+02   0.25103E+02   0.25119E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.39096E+01   0.80091E+02  -0.15608E+03  -0.94007E+01   0.19603E-02   0.11223E-05   0.51647E-04       0.18     245.43     0.0000  0.00  -0.38095E+00   0.97366E+00    25.1062    25.1143    25.0923    25.0759    25.0925
   2021      8     11   12.00     40392.00   0.25349E+02   0.00000E+00   0.25349E+02   0.25410E+02   0.25424E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.32773E+01   0.80841E+02  -0.16519E+03  -0.83137E+01   0.19205E-02   0.24091E-05   0.47071E-04       0.18     247.61     0.0000  0.00  -0.32731E+00   0.17496E+01    25.4092    25.4179    25.4102    25.3940    25.4083
   2021      8     12   12.00     40416.00   0.25559E+02   0.00000E+00   0.25559E+02   0.25630E+02   0.25645E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.33874E+01   0.93088E+02  -0.18474E+03  -0.90688E+01   0.20967E-02   0.77922E-05   0.69226E-04       0.18     251.41     0.0000  0.00  -0.23437E+00   0.36465E+01    25.6262    25.6361    25.6355    25.6260    25.6382
   2021      8     13   12.00     40440.00   0.25568E+02   0.00000E+00   0.25568E+02   0.25646E+02   0.25666E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.38723E+01   0.10511E+03  -0.19944E+03  -0.11508E+02   0.22461E-02   0.13918E-04   0.88000E-04       0.19     252.92     0.0000  0.00  -0.18558E+00   0.47127E+01    25.6403    25.6510    25.6532    25.6542    25.6658
   2021      8     14   12.00     40464.00   0.25670E+02   0.00000E+00   0.25670E+02   0.25740E+02   0.25759E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.35318E+01   0.87957E+02  -0.17741E+03  -0.97403E+01   0.19660E-02   0.66830E-05   0.50662E-04       0.19     248.57     0.0000  0.00  -0.29795E+00   0.21947E+01    25.7352    25.7445    25.7462    25.7468    25.7592
   2021      8     15   12.00     40488.00   0.25828E+02   0.00000E+00   0.25828E+02   0.25897E+02   0.25916E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.33650E+01   0.92628E+02  -0.18024E+03  -0.92263E+01   0.21399E-02   0.73365E-05   0.65611E-04       0.19     249.07     0.0000  0.00  -0.44981E+00   0.76193E+00    25.8921    25.9017    25.9034    25.9040    25.9159
   2021      8     16   12.00     40512.00   0.25937E+02   0.00000E+00   0.25937E+02   0.26010E+02   0.26029E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.28575E+01   0.98777E+02  -0.19085E+03  -0.98560E+01   0.21747E-02   0.98178E-05   0.68178E-04       0.19     253.98     0.0000  0.00  -0.46775E+00   0.37518E+00    26.0047    26.0147    26.0167    26.0175    26.0287
   2021      8     17   12.00     40536.00   0.25928E+02   0.00000E+00   0.25928E+02   0.26006E+02   0.26027E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.37965E+01   0.11974E+03  -0.21108E+03  -0.12120E+02   0.25101E-02   0.16552E-04   0.11649E-03       0.19     255.08     0.0000  0.00  -0.62663E+00  -0.30813E+00    26.0006    26.0118    26.0142    26.0153    26.0266
   2021      8     18   12.00     40560.00   0.25750E+02   0.00000E+00   0.25750E+02   0.25831E+02   0.25853E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.52005E+01   0.13740E+03  -0.22614E+03  -0.15189E+02   0.28734E-02   0.22132E-04   0.18709E-03       0.19     256.60     0.0000  0.00  -0.82444E+00  -0.11169E+00    25.8246    25.8366    25.8391    25.8405    25.8530
   2021      8     19   12.00     40584.00   0.25519E+02   0.00000E+00   0.25519E+02   0.25602E+02   0.25626E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.39288E+01   0.13927E+03  -0.23298E+03  -0.17304E+02   0.29389E-02   0.23570E-04   0.20192E-03       0.19     259.13     0.0000  0.00  -0.86085E+00   0.45509E+00    25.5958    25.6081    25.6108    25.6122    25.6259
   2021      8     20   12.00     40608.00   0.25297E+02   0.00000E+00   0.25297E+02   0.25378E+02   0.25402E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.29388E+01   0.12850E+03  -0.22313E+03  -0.17790E+02   0.28267E-02   0.21376E-04   0.17713E-03       0.19     258.82     0.0000  0.00  -0.80049E+00   0.29154E-01    25.3718    25.3837    25.3862    25.3876    25.4022
   2021      8     21   12.00     40632.00   0.25277E+02   0.00000E+00   0.25277E+02   0.25348E+02   0.25371E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.36840E+01   0.10337E+03  -0.19073E+03  -0.14686E+02   0.24002E-02   0.12522E-04   0.10216E-03       0.19     255.31     0.0000  0.00  -0.57551E+00   0.60975E+00    25.3429    25.3532    25.3551    25.3562    25.3712
   2021      8     22   12.00     40656.00   0.25497E+02   0.00000E+00   0.25497E+02   0.25560E+02   0.25579E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.31812E+01   0.82266E+02  -0.16526E+03  -0.10704E+02   0.19564E-02   0.44874E-05   0.49537E-04       0.19     250.37     0.0000  0.00  -0.38041E+00   0.65458E+00    25.5567    25.5652    25.5648    25.5632    25.5786
   2021      8     23   12.00     40680.00   0.25787E+02   0.00000E+00   0.25787E+02   0.25847E+02   0.25862E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.34070E+01   0.83854E+02  -0.16365E+03  -0.84482E+01   0.19838E-02   0.27559E-05   0.52741E-04       0.20     247.74     0.0000  0.00  -0.39985E+00  -0.29499E+00    25.8464    25.8551    25.8463    25.8325    25.8467
   2021      8     24   12.00     40704.00   0.26012E+02   0.00000E+00   0.26012E+02   0.26077E+02   0.26090E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.45806E+01   0.92725E+02  -0.17336E+03  -0.82675E+01   0.21034E-02   0.46000E-05   0.63898E-04       0.20     256.07     0.0000  0.00  -0.44932E+00  -0.34898E+00    26.0733    26.0824    26.0821    26.0732    26.0862
   2021      8     25   12.00     40728.00   0.26276E+02   0.00000E+00   0.26276E+02   0.26337E+02   0.26348E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.46488E+01   0.85085E+02  -0.16439E+03  -0.68585E+01   0.18643E-02   0.20734E-05   0.42277E-04       0.20     255.26     0.0000  0.00  -0.35421E+00  -0.50359E+00    26.3356    26.3438    26.3375    26.3206    26.3328
   2021      8     26   12.00     40752.00   0.26676E+02   0.00000E+00   0.26676E+02   0.26702E+02   0.26731E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.42180E+01   0.64603E+02  -0.13103E+03  -0.52702E+01   0.14610E-02   0.88984E-21   0.19837E-04       0.20     240.33     0.0000  0.00  -0.22233E+00  -0.64859E+00    26.7251    26.7222    26.6635    26.5740    26.5822
   2021      8     27   12.00     40776.00   0.27311E+02   0.00000E+00   0.27311E+02   0.27237E+02   0.27363E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.39402E+01   0.66242E+02  -0.12975E+03  -0.49397E+01   0.14744E-02   0.59572E-30   0.21026E-04       0.20     246.37     0.0000  0.00  -0.22269E+00   0.36778E+00    27.3579    27.2805    27.0296    26.8235    26.8204
   2021      8     28   12.00     40800.00   0.27681E+02   0.00000E+00   0.27681E+02   0.27633E+02   0.27748E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.38191E+01   0.87045E+02  -0.15880E+03  -0.45698E+01   0.18164E-02   0.11404E-24   0.39125E-04       0.20     250.92     0.0000  0.00  -0.30399E+00   0.15241E+01    27.7391    27.7331    27.4225    27.0817    27.0639
   2021      8     29   12.00     40824.00   0.27758E+02   0.00000E+00   0.27758E+02   0.27778E+02   0.27839E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.35610E+01   0.11113E+03  -0.19208E+03  -0.44634E+01   0.21818E-02   0.30484E-15   0.77572E-04       0.20     255.97     0.0000  0.00  -0.37282E+00   0.30183E+01    27.8268    27.8373    27.7347    27.3243    27.2808
   2021      8     30   12.00     40848.00   0.27568E+02   0.00000E+00   0.27568E+02   0.27642E+02   0.27658E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.45736E+01   0.14109E+03  -0.21617E+03  -0.42894E+01   0.28392E-02   0.95935E-05   0.19942E-03       0.20     251.73     0.0000  0.00  -0.45909E+00   0.65133E+01    27.6413    27.6531    27.6552    27.5612    27.5050
   2021      8     31   12.00     40872.00   0.27362E+02   0.00000E+00   0.27362E+02   0.27435E+02   0.27451E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.37550E+01   0.12088E+03  -0.18850E+03  -0.75299E+01   0.26249E-02   0.16881E-04   0.16038E-03       0.20     230.89     0.0000  0.00  -0.36648E+00   0.59300E+01    27.4295    27.4401    27.4421    27.4430    27.4508
   2021      9      1   12.00     40896.00   0.27395E+02   0.00000E+00   0.27395E+02   0.27458E+02   0.27472E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.15107E+01   0.84230E+02  -0.15762E+03  -0.57715E+01   0.18342E-02   0.44485E-05   0.40314E-04       0.21     226.55     0.0000  0.00  -0.28452E+00   0.16135E+01    27.4544    27.4627    27.4640    27.4627    27.4716
   2021      9      2   12.00     40920.00   0.27541E+02   0.00000E+00   0.27541E+02   0.27602E+02   0.27611E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24830E+00   0.73740E+02  -0.14937E+03  -0.43827E+01   0.15516E-02   0.18920E-05   0.20796E-04       0.21     217.35     0.0000  0.00  -0.24360E+00  -0.28848E+00    27.5993    27.6070    27.6074    27.5936    27.6000
   2021      9      3   12.00     40944.00   0.27654E+02   0.00000E+00   0.27654E+02   0.27716E+02   0.27725E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41300E+00   0.72167E+02  -0.14845E+03  -0.41874E+01   0.15391E-02   0.21839E-05   0.20350E-04       0.21     215.50     0.0000  0.00  -0.23234E+00  -0.62763E+00    27.7127    27.7204    27.7213    27.7103    27.7154
   2021      9      4   12.00     40968.00   0.27772E+02   0.00000E+00   0.27772E+02   0.27838E+02   0.27850E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.15144E+01   0.90479E+02  -0.17077E+03  -0.52352E+01   0.18598E-02   0.39121E-05   0.39810E-04       0.21     243.99     0.0000  0.00  -0.34394E+00  -0.52807E+00    27.8344    27.8431    27.8439    27.8314    27.8382
   2021      9      5   12.00     40992.00   0.27876E+02   0.00000E+00   0.27876E+02   0.27944E+02   0.27956E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.27864E+01   0.97464E+02  -0.17460E+03  -0.55218E+01   0.18561E-02   0.51541E-05   0.38905E-04       0.21     245.01     0.0000  0.00  -0.34730E+00  -0.12717E+00    27.9398    27.9487    27.9503    27.9477    27.9554
   2021      9      6   12.00     41016.00   0.28019E+02   0.00000E+00   0.28019E+02   0.28081E+02   0.28090E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.20353E+01   0.75061E+02  -0.15082E+03  -0.40465E+01   0.13022E-02   0.78952E-06   0.12166E-04       0.21     235.95     0.0000  0.00  -0.16259E+00  -0.60185E+00    28.0796    28.0869    28.0843    28.0710    28.0760
   2021      9      7   12.00     41040.00   0.28317E+02   0.00000E+00   0.28317E+02   0.28367E+02   0.28386E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.13836E+01   0.68338E+02  -0.14524E+03  -0.37236E+01   0.11884E-02   0.48616E-17   0.98251E-05       0.21     241.37     0.0000  0.00  -0.52787E-01  -0.14615E+01    28.3779    28.3845    28.3545    28.2639    28.2518
   2021      9      8   12.00     41064.00   0.28669E+02   0.00000E+00   0.28669E+02   0.28694E+02   0.28730E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.84851E+00   0.65613E+02  -0.13555E+03  -0.33898E+01   0.14257E-02   0.34630E-23   0.20377E-04       0.21     235.08     0.0000  0.00  -0.48862E-01  -0.22227E+01    28.7228    28.7266    28.6594    28.4528    28.3989
   2021      9      9   12.00     41088.00   0.29027E+02   0.00000E+00   0.29027E+02   0.29034E+02   0.29090E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45559E+00   0.69342E+02  -0.13960E+03  -0.33332E+01   0.14172E-02   0.12955E-24   0.19701E-04       0.22     237.83     0.0000  0.00  -0.17966E-01  -0.22269E+01    29.0829    29.0847    28.9785    28.6278    28.5380
   2021      9     10   12.00     41112.00   0.29283E+02   0.00000E+00   0.29283E+02   0.29304E+02   0.29360E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16918E+01   0.77006E+02  -0.15316E+03  -0.33211E+01   0.97496E-03   0.28921E-22   0.72351E-05       0.22     243.27     0.0000  0.00   0.52005E-01   0.23182E+00    29.3516    29.3588    29.2804    28.8070    28.6805
   2021      9     11   12.00     41136.00   0.29480E+02   0.00000E+00   0.29480E+02   0.29511E+02   0.29557E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64738E+00   0.83922E+02  -0.16375E+03  -0.35268E+01   0.12222E-02   0.22005E-19   0.12345E-04       0.22     256.28     0.0000  0.00   0.20185E-01   0.16282E+01    29.5477    29.5557    29.5298    29.0051    28.8314
   2021      9     12   12.00     41160.00   0.29683E+02   0.00000E+00   0.29683E+02   0.29723E+02   0.29765E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.21651E+00   0.90540E+02  -0.16865E+03  -0.33877E+01   0.10702E-02   0.21435E-17   0.11359E-04       0.22     254.59     0.0000  0.00  -0.52558E-01  -0.99734E+00    29.7559    29.7642    29.7476    29.2293    28.9858
   2021      9     13   12.00     41184.00   0.29791E+02   0.00000E+00   0.29791E+02   0.29834E+02   0.29864E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62482E+00   0.89588E+02  -0.16066E+03  -0.32108E+01   0.15758E-02   0.44035E-15   0.28321E-04       0.22     241.34     0.0000  0.00  -0.58924E-01  -0.26596E+01    29.8544    29.8625    29.8616    29.4273    29.0874
   2021      9     14   12.00     41208.00   0.29930E+02   0.00000E+00   0.29930E+02   0.29979E+02   0.30008E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17473E+01   0.90920E+02  -0.16874E+03  -0.31745E+01   0.13330E-02   0.47528E-14   0.13671E-04       0.22     245.13     0.0000  0.00   0.37670E-02  -0.18493E+01    29.9985    30.0070    29.9971    29.5997    29.1925
   2021      9     15   12.00     41232.00   0.29909E+02   0.00000E+00   0.29909E+02   0.29984E+02   0.30001E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17022E+01   0.99024E+02  -0.18489E+03  -0.25570E+01   0.10519E-02   0.11717E-10   0.70501E-05       0.22     247.16     0.0000  0.00   0.32922E-01  -0.11890E+01    29.9892    29.9984    30.0001    29.7754    29.3280
   2021      9     16   12.00     41256.00   0.29834E+02   0.00000E+00   0.29834E+02   0.29938E+02   0.29947E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46414E+00   0.99849E+02  -0.18393E+03   0.22378E+01   0.35018E-03   0.54596E-07   0.15958E-06       0.22     247.85     0.0000  0.00  -0.16540E-02   0.10859E-01    29.9356    29.9450    29.9467    29.8965    29.6689
   2021      9     17   12.00     41280.00   0.29840E+02   0.00000E+00   0.29840E+02   0.29922E+02   0.29932E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22131E+00   0.10277E+03  -0.19309E+03  -0.19025E+01   0.78260E-03   0.11259E-05   0.17816E-05       0.22     261.77     0.0000  0.00  -0.56721E-01  -0.40572E-01    29.9177    29.9272    29.9290    29.9254    29.9203
   2021      9     18   12.00     41304.00   0.29800E+02   0.00000E+00   0.29800E+02   0.29886E+02   0.29900E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.94212E+00   0.11401E+03  -0.21751E+03  -0.56004E+01   0.13293E-02   0.52313E-05   0.10442E-04       0.23     284.45     0.0000  0.00  -0.16989E+00  -0.19011E+00    29.8810    29.8911    29.8933    29.8941    29.9002
   2021      9     19   12.00     41328.00   0.29692E+02   0.00000E+00   0.29692E+02   0.29780E+02   0.29797E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12897E+01   0.12115E+03  -0.23221E+03  -0.82973E+01   0.14310E-02   0.72691E-05   0.13091E-04       0.23     296.13     0.0000  0.00  -0.19928E+00  -0.79664E-02    29.7751    29.7858    29.7883    29.7893    29.7973
   2021      9     20   12.00     41352.00   0.29612E+02   0.00000E+00   0.29612E+02   0.29698E+02   0.29715E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.76985E+00   0.11396E+03  -0.22133E+03  -0.84016E+01   0.13825E-02   0.57002E-05   0.11771E-04       0.23     297.79     0.0000  0.00  -0.18544E+00  -0.28474E+00    29.6930    29.7031    29.7053    29.7061    29.7151
   2021      9     21   12.00     41376.00   0.29653E+02   0.00000E+00   0.29653E+02   0.29734E+02   0.29749E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.23622E+01   0.10542E+03  -0.20284E+03  -0.67683E+01   0.13108E-02   0.41624E-05   0.99985E-05       0.23     278.33     0.0000  0.00  -0.16973E+00  -0.23786E+00    29.7295    29.7391    29.7410    29.7412    29.7495
   2021      9     22   12.00     41400.00   0.29652E+02   0.00000E+00   0.29652E+02   0.29731E+02   0.29746E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.15861E+01   0.10247E+03  -0.19394E+03  -0.65736E+01   0.95339E-03   0.19901E-05   0.36775E-05       0.23     269.74     0.0000  0.00  -0.30145E-01  -0.67820E+00    29.7263    29.7357    29.7374    29.7377    29.7458
   2021      9     23   12.00     41424.00   0.29782E+02   0.00000E+00   0.29782E+02   0.29852E+02   0.29862E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.91520E+00   0.90936E+02  -0.17322E+03  -0.46390E+01   0.12593E-02   0.19728E-05   0.98180E-05       0.23     267.24     0.0000  0.00   0.97491E-01  -0.12453E+01    29.8497    29.8578    29.8566    29.8483    29.8553
   2021      9     24   12.00     41448.00   0.30026E+02   0.00000E+00   0.30026E+02   0.30081E+02   0.30095E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.25478E+01   0.82705E+02  -0.15698E+03  -0.32086E+01   0.16238E-02   0.14311E-11   0.34479E-04       0.23     249.70     0.0000  0.00   0.45216E-01  -0.26731E+01    30.0860    30.0938    30.0769    30.0132    29.9891
   2021      9     25   12.00     41472.00   0.30216E+02   0.00000E+00   0.30216E+02   0.30276E+02   0.30287E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61761E+01   0.82131E+02  -0.15867E+03  -0.29531E+01   0.15498E-02   0.10264E-10   0.33996E-04       0.23     253.80     0.0000  0.00  -0.50293E-01  -0.27700E+01    30.2778    30.2857    30.2814    30.2040    30.1235
   2021      9     26   12.00     41496.00   0.30412E+02   0.00000E+00   0.30412E+02   0.30479E+02   0.30493E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78097E+01   0.87194E+02  -0.16947E+03  -0.24593E+01   0.10615E-02   0.81632E-10   0.59145E-05       0.24     257.26     0.0000  0.00  -0.63804E-01  -0.10215E+01    30.4834    30.4916    30.4790    30.3895    30.2770
   2021      9     27   12.00     41520.00   0.30430E+02   0.00000E+00   0.30430E+02   0.30507E+02   0.30517E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12346E+02   0.91868E+02  -0.18548E+03  -0.18181E+01   0.84317E-03   0.83271E-06   0.27124E-05       0.24     245.47     0.0000  0.00  -0.60330E-01  -0.25020E+00    30.5031    30.5123    30.5142    30.4918    30.4459
   2021      9     28   12.00     41544.00   0.30323E+02   0.00000E+00   0.30323E+02   0.30407E+02   0.30418E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11723E+02   0.89223E+02  -0.18052E+03  -0.45063E+01   0.55076E-03   0.79978E-06   0.50181E-06       0.24     250.47     0.0000  0.00   0.47978E-02   0.23509E+00    30.4026    30.4115    30.4128    30.4118    30.4177
   2021      9     29   12.00     41568.00   0.30452E+02   0.00000E+00   0.30452E+02   0.30526E+02   0.30535E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93481E+01   0.84431E+02  -0.16921E+03  -0.30888E+01   0.95775E-03   0.71892E-06   0.40034E-05       0.24     261.16     0.0000  0.00   0.78354E-01  -0.48519E+00    30.5247    30.5327    30.5302    30.5092    30.5094
   2021      9     30   12.00     41592.00   0.30627E+02   0.00000E+00   0.30627E+02   0.30696E+02   0.30705E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10142E+02   0.83610E+02  -0.16965E+03  -0.24525E+01   0.12073E-02   0.38305E-06   0.86151E-05       0.24     266.31     0.0000  0.00   0.83094E-01  -0.12217E+01    30.6951    30.7031    30.6988    30.6673    30.6572
   2021     10      1   12.00     41616.00   0.30834E+02   0.00000E+00   0.30834E+02   0.30901E+02   0.30912E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10029E+02   0.89019E+02  -0.17670E+03  -0.24343E+01   0.13477E-02   0.15469E-07   0.13986E-04       0.24     279.91     0.0000  0.00   0.59840E-01  -0.17877E+01    30.9029    30.9112    30.9023    30.8537    30.8269
   2021     10      2   12.00     41640.00   0.31019E+02   0.00000E+00   0.31019E+02   0.31089E+02   0.31099E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90413E+01   0.93978E+02  -0.18048E+03  -0.16098E+01   0.13741E-02   0.16436E-06   0.15025E-04       0.24     276.91     0.0000  0.00   0.28162E-01  -0.19544E+01    31.0891    31.0978    31.0918    31.0457    31.0131
   2021     10      3   12.00     41664.00   0.31118E+02   0.00000E+00   0.31118E+02   0.31195E+02   0.31204E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98014E+01   0.95922E+02  -0.18355E+03  -0.18182E+01   0.11784E-02   0.13699E-05   0.81425E-05       0.24     270.90     0.0000  0.00   0.13646E-01  -0.14238E+01    31.1920    31.2008    31.2010    31.1788    31.1677
   2021     10      4   12.00     41688.00   0.31190E+02   0.00000E+00   0.31190E+02   0.31269E+02   0.31277E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.91130E+01   0.94350E+02  -0.17983E+03  -0.21554E+01   0.10204E-02   0.13093E-05   0.47778E-05       0.25     267.38     0.0000  0.00  -0.34927E-02  -0.10564E+01    31.2657    31.2743    31.2753    31.2620    31.2588
   2021     10      5   12.00     41712.00   0.31281E+02   0.00000E+00   0.31281E+02   0.31360E+02   0.31369E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81467E+01   0.96374E+02  -0.17956E+03  -0.21652E+01   0.70965E-03   0.39823E-06   0.15577E-05       0.25     266.22     0.0000  0.00  -0.35136E-01  -0.45096E+00    31.3572    31.3659    31.3657    31.3455    31.3382
   2021     10      6   12.00     41736.00   0.31338E+02   0.00000E+00   0.31338E+02   0.31432E+02   0.31441E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74317E+01   0.97064E+02  -0.17865E+03  -0.23329E+01   0.42401E-03   0.22339E-06   0.37333E-06       0.25     266.62     0.0000  0.00   0.14800E-01   0.84527E-01    31.4291    31.4379    31.4388    31.4268    31.4247
   2021     10      7   12.00     41760.00   0.31454E+02   0.00000E+00   0.31454E+02   0.31530E+02   0.31538E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56131E+01   0.96582E+02  -0.17460E+03  -0.19632E+01   0.98983E-03   0.83074E-06   0.37022E-05       0.25     262.16     0.0000  0.00   0.96371E-01   0.15961E+00    31.5275    31.5358    31.5353    31.5140    31.5056
   2021     10      8   12.00     41784.00   0.31520E+02   0.00000E+00   0.31520E+02   0.31605E+02   0.31614E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50912E+01   0.10021E+03  -0.17894E+03  -0.22741E+01   0.58181E-03   0.23287E-06   0.12979E-05       0.25     266.45     0.0000  0.00   0.43359E-01   0.14902E-01    31.6020    31.6107    31.6116    31.5971    31.5931
   2021     10      9   12.00     41808.00   0.31575E+02   0.00000E+00   0.31575E+02   0.31677E+02   0.31686E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64171E+01   0.10024E+03  -0.17851E+03  -0.22817E+01   0.29632E-03   0.10431E-06   0.65041E-07       0.25     261.81     0.0000  0.00   0.12617E-02  -0.54508E-01    31.6741    31.6830    31.6839    31.6703    31.6672
   2021     10     10   12.00     41832.00   0.31630E+02   0.00000E+00   0.31630E+02   0.31707E+02   0.31716E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.79209E+01   0.98587E+02  -0.17874E+03  -0.27734E+01   0.87481E-03   0.14105E-05   0.32034E-05       0.25     261.77     0.0000  0.00   0.28887E-01  -0.74472E+00    31.7035    31.7122    31.7136    31.7068    31.7067
   2021     10     11   12.00     41856.00   0.31605E+02   0.00000E+00   0.31605E+02   0.31688E+02   0.31699E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11671E+02   0.97819E+02  -0.18123E+03  -0.35493E+01   0.10056E-02   0.28261E-05   0.44392E-05       0.25     230.29     0.0000  0.00  -0.17373E-01  -0.97669E+00    31.6838    31.6930    31.6948    31.6879    31.6892
   2021     10     12   12.00     41880.00   0.31308E+02   0.00000E+00   0.31308E+02   0.31388E+02   0.31402E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15490E+02   0.86275E+02  -0.16979E+03  -0.60462E+01   0.59058E-03   0.16676E-05   0.79041E-06       0.26     201.14     0.0000  0.00  -0.22907E-01  -0.29226E+00    31.3836    31.3927    31.3949    31.3959    31.4018
   2021     10     13   12.00     41904.00   0.31172E+02   0.00000E+00   0.31172E+02   0.31248E+02   0.31262E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13805E+02   0.82513E+02  -0.16890E+03  -0.62239E+01   0.69944E-03   0.13299E-05   0.12608E-05       0.26     233.71     0.0000  0.00   0.24175E-01  -0.43814E+00    31.2438    31.2524    31.2541    31.2547    31.2620
   2021     10     14   12.00     41928.00   0.31188E+02   0.00000E+00   0.31188E+02   0.31263E+02   0.31276E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12919E+02   0.86759E+02  -0.17490E+03  -0.57240E+01   0.13084E-02   0.41890E-05   0.13707E-04       0.26     252.74     0.0000  0.00  -0.28958E-01  -0.17259E+01    31.2589    31.2676    31.2692    31.2686    31.2760
   2021     10     15   12.00     41952.00   0.31244E+02   0.00000E+00   0.31244E+02   0.31316E+02   0.31327E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12895E+02   0.89771E+02  -0.17638E+03  -0.53987E+01   0.14945E-02   0.43614E-05   0.20313E-04       0.26     269.48     0.0000  0.00  -0.12382E+00  -0.19915E+01    31.3118    31.3203    31.3211    31.3191    31.3267
   2021     10     16   12.00     41976.00   0.31400E+02   0.00000E+00   0.31400E+02   0.31474E+02   0.31484E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12182E+02   0.90185E+02  -0.17708E+03  -0.40423E+01   0.91283E-03   0.62939E-06   0.34431E-05       0.26     273.17     0.0000  0.00  -0.67124E-01  -0.24725E-01    31.4720    31.4804    31.4774    31.4612    31.4651
